popup_id	category_raw	category_code	priority_rank	ladder_label	note
PU0451	2	2	7	Cat. 2  and Cat. VR	
PU0452	2	2	7	Cat. 2  and Cat. VR	
PU0453	2	2	7	Cat. 2  and Cat. VR	
PU0454	2	2	7	Cat. 2  and Cat. VR	
PU0455	2	2	7	Cat. 2  and Cat. VR	
PU0456	2	2	7	Cat. 2  and Cat. VR	
PU0457	2	2	7	Cat. 2  and Cat. VR	
PU0458	2	2	7	Cat. 2  and Cat. VR	
PU0459	RVC 2	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0460	2	2	7	Cat. 2  and Cat. VR	
PU0461	2	2	7	Cat. 2  and Cat. VR	
PU0462	2	2	7	Cat. 2  and Cat. VR	
PU0463	2	2	7	Cat. 2  and Cat. VR	
PU0464	2	2	7	Cat. 2  and Cat. VR	
PU0465	2	2	7	Cat. 2  and Cat. VR	
PU0466	2	2	7	Cat. 2  and Cat. VR	
PU0467	RVC	RVC	1	RVC	
PU0468	RVC	RVC	1	RVC	
PU0469	RVC	RVC	1	RVC	
PU0470	RVC	RVC	1	RVC	
PU0471	RVC	RVC	1	RVC	
PU0472	2	2	7	Cat. 2  and Cat. VR	
PU0473	2	2	7	Cat. 2  and Cat. VR	
PU0474	2	2	7	Cat. 2  and Cat. VR	
PU0475	2	2	7	Cat. 2  and Cat. VR	
PU0476	2	2	7	Cat. 2  and Cat. VR	
PU0477	2	2	7	Cat. 2  and Cat. VR	
PU0478	2	2	7	Cat. 2  and Cat. VR	
PU0479	2	2	7	Cat. 2  and Cat. VR	
PU0480	2	2	7	Cat. 2  and Cat. VR	
PU0481	2	2	7	Cat. 2  and Cat. VR	
PU0482	2	2	7	Cat. 2  and Cat. VR	
PU0483	2	2	7	Cat. 2  and Cat. VR	
PU0484	2	2	7	Cat. 2  and Cat. VR	
PU0485	2	2	7	Cat. 2  and Cat. VR	
PU0486	2	2	7	Cat. 2  and Cat. VR	
PU0487	2	2	7	Cat. 2  and Cat. VR	
PU0488	2	2	7	Cat. 2  and Cat. VR	
PU0489	2	2	7	Cat. 2  and Cat. VR	
PU0490	2	2	7	Cat. 2  and Cat. VR	
PU0491	2	2	7	Cat. 2  and Cat. VR	
PU0492	2	2	7	Cat. 2  and Cat. VR	
PU0493	2	2	7	Cat. 2  and Cat. VR	
PU0494	2	2	7	Cat. 2  and Cat. VR	
PU0495	2	2	7	Cat. 2  and Cat. VR	
PU0496	2	2	7	Cat. 2  and Cat. VR	
PU0497	2	2	7	Cat. 2  and Cat. VR	
PU0498	2	2	7	Cat. 2  and Cat. VR	
PU0499	2	2	7	Cat. 2  and Cat. VR	
PU0500	2	2	7	Cat. 2  and Cat. VR	
PU0501	2	2	7	Cat. 2  and Cat. VR	
PU0502	2	2	7	Cat. 2  and Cat. VR	
PU0503	2	2	7	Cat. 2  and Cat. VR	
PU0505	2	2	7	Cat. 2  and Cat. VR	
PU0505	2	2	7	Cat. 2  and Cat. VR	
PU0506	2	2	7	Cat. 2  and Cat. VR	
PU0507	2	2	7	Cat. 2  and Cat. VR	
PU0508	2	2	7	Cat. 2  and Cat. VR	
PU0509	2	2	7	Cat. 2  and Cat. VR	
PU0510	2	2	7	Cat. 2  and Cat. VR	
PU0511	2	2	7	Cat. 2  and Cat. VR	
PU0512	2	2	7	Cat. 2  and Cat. VR	
PU0513	2	2	7	Cat. 2  and Cat. VR	
PU0514	2	2	7	Cat. 2  and Cat. VR	
PU0515	2	2	7	Cat. 2  and Cat. VR	
PU0516	1	1	5	Cat. 1	
PU0517	1T	1T	5	Cat. 1	
PU0518	2	2	7	Cat. 2  and Cat. VR	
PU0519	2	2	7	Cat. 2  and Cat. VR	
PU0520	2	2	7	Cat. 2  and Cat. VR	
PU0521	2	2	7	Cat. 2  and Cat. VR	
PU0522	2	2	7	Cat. 2  and Cat. VR	
PU0523	2	2	7	Cat. 2  and Cat. VR	
PU0524	NA	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0525	NA	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0526	VR	VR	8	Cat. 2  and Cat. VR	
PU0527	VR	VR	8	Cat. 2  and Cat. VR	
PU0528	VR	VR	8	Cat. 2  and Cat. VR	
PU0529	VR	VR	8	Cat. 2  and Cat. VR	
PU530	RVC	RVC	1	RVC	
PU531	RVC	RVC	1	RVC	
PU532	2	2	7	Cat. 2  and Cat. VR	
PU0533	2	2	7	Cat. 2  and Cat. VR	
PU0534	3	3	9	Cat. 3	
PU0535	2	2	7	Cat. 2  and Cat. VR	
PU0536	3	3	9	Cat. 3	
PU0537	2	2	7	Cat. 2  and Cat. VR	
PU0538	2	2	7	Cat. 2  and Cat. VR	
PU0539	VR	VR	8	Cat. 2  and Cat. VR	
PU0540	VR	VR	8	Cat. 2  and Cat. VR	
PU0541	2	2	7	Cat. 2  and Cat. VR	
PU0542	2	2	7	Cat. 2  and Cat. VR	
PU0543	2	2	7	Cat. 2  and Cat. VR	
PU0544	2	2	7	Cat. 2  and Cat. VR	
PU0545	2	2	7	Cat. 2  and Cat. VR	
PU0546	2	2	7	Cat. 2  and Cat. VR	
PU0547	2	2	7	Cat. 2  and Cat. VR	
PU0548	2	2	7	Cat. 2  and Cat. VR	
PU0549	2	2	7	Cat. 2  and Cat. VR	
PU0550	2	2	7	Cat. 2  and Cat. VR	
PU0551	2	2	7	Cat. 2  and Cat. VR	
PU0552	2	2	7	Cat. 2  and Cat. VR	
PU0553	3	3	9	Cat. 3	
PU0554	3	3	9	Cat. 3	
PU0555	3	3	9	Cat. 3	
PU0556	3	3	9	Cat. 3	
PU0557	-	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0558	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0559	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0560	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0561	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0562	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0563	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0564	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0565	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0566	SL	SL	3	Cat. SL	PENDING: DR-DM2 Cat SL precedence
PU0567	2	2	7	Cat. 2  and Cat. VR	
PU0568	2	2	7	Cat. 2  and Cat. VR	
PU0569	2	2	7	Cat. 2  and Cat. VR	
PU0570	2	2	7	Cat. 2  and Cat. VR	
PU0571	2	2	7	Cat. 2  and Cat. VR	
PU0572	2	2	7	Cat. 2  and Cat. VR	
PU0573	X	X	2	Cat. X	
PU0574	X	X	2	Cat. X	
PU0575	2	2	7	Cat. 2  and Cat. VR	
PU0576	2	2	7	Cat. 2  and Cat. VR	
PU0577	2	2	7	Cat. 2  and Cat. VR	
PU0578	2	2	7	Cat. 2  and Cat. VR	
PU0579	2	2	7	Cat. 2  and Cat. VR	
PU0580	2	2	7	Cat. 2  and Cat. VR	
PU0581	2	2	7	Cat. 2  and Cat. VR	
PU0583	2	2	7	Cat. 2  and Cat. VR	
PU0584	2	2	7	Cat. 2  and Cat. VR	
PU0585	2	2	7	Cat. 2  and Cat. VR	
PU0586	2	2	7	Cat. 2  and Cat. VR	
PU0587	2	2	7	Cat. 2  and Cat. VR	
PU0588	2	2	7	Cat. 2  and Cat. VR	
PU0589	2	2	7	Cat. 2  and Cat. VR	
PU0590	2	2	7	Cat. 2  and Cat. VR	
PU0591	2	2	7	Cat. 2  and Cat. VR	
PU0592	2	2	7	Cat. 2  and Cat. VR	
PU0593	2	2	7	Cat. 2  and Cat. VR	
PU0594	2	2	7	Cat. 2  and Cat. VR	
PU0595	2	2	7	Cat. 2  and Cat. VR	
PU0596	2	2	7	Cat. 2  and Cat. VR	
PU0597	2	2	7	Cat. 2  and Cat. VR	
PU0598	2	2	7	Cat. 2  and Cat. VR	
PU0600	2	2	7	Cat. 2  and Cat. VR	
PU0601	2	2	7	Cat. 2  and Cat. VR	
PU0602	2	2	7	Cat. 2  and Cat. VR	
PU0603	2	2	7	Cat. 2  and Cat. VR	
PU0604	2	2	7	Cat. 2  and Cat. VR	
PU0605	2	2	7	Cat. 2  and Cat. VR	
PU0606	2	2	7	Cat. 2  and Cat. VR	
PU0607	2	2	7	Cat. 2  and Cat. VR	
PU0608	2	2	7	Cat. 2  and Cat. VR	
PU0609	2	2	7	Cat. 2  and Cat. VR	
PU0611	2	2	7	Cat. 2  and Cat. VR	
PU0612	2	2	7	Cat. 2  and Cat. VR	
PU0613	2	2	7	Cat. 2  and Cat. VR	
PU0614	2	2	7	Cat. 2  and Cat. VR	
PU0615	2	2	7	Cat. 2  and Cat. VR	
PU0616	2	2	7	Cat. 2  and Cat. VR	
PU0617	2	2	7	Cat. 2  and Cat. VR	
PU0618	2	2	7	Cat. 2  and Cat. VR	
PU0619	2	2	7	Cat. 2  and Cat. VR	
PU0620	2	2	7	Cat. 2  and Cat. VR	
PU0621	2	2	7	Cat. 2  and Cat. VR	
PU0622	2	2	7	Cat. 2  and Cat. VR	
PU0623	2	2	7	Cat. 2  and Cat. VR	
PU0624	2	2	7	Cat. 2  and Cat. VR	
PU0625	2	2	7	Cat. 2  and Cat. VR	
PU0626	2	2	7	Cat. 2  and Cat. VR	
PU0627	2	2	7	Cat. 2  and Cat. VR	
PU0628	2	2	7	Cat. 2  and Cat. VR	
PU0629	2	2	7	Cat. 2  and Cat. VR	
PU0630	2	2	7	Cat. 2  and Cat. VR	
PU0631	2	2	7	Cat. 2  and Cat. VR	
PU0632	2	2	7	Cat. 2  and Cat. VR	
PU0633	2	2	7	Cat. 2  and Cat. VR	
PU0634	2	2	7	Cat. 2  and Cat. VR	
PU0635	3	3	9	Cat. 3	
PU0636	3	3	9	Cat. 3	
PU0637	3	3	9	Cat. 3	
PU0638	VR	VR	8	Cat. 2  and Cat. VR	
PU0639	2	2	7	Cat. 2  and Cat. VR	
PU0640	2	2	7	Cat. 2  and Cat. VR	
PU0641	2	2	7	Cat. 2  and Cat. VR	
PU0642	2	2	7	Cat. 2  and Cat. VR	
PU0643	2	2	7	Cat. 2  and Cat. VR	
PU0644	2	2	7	Cat. 2  and Cat. VR	
PU0645	2	2	7	Cat. 2  and Cat. VR	
PU0646	2	2	7	Cat. 2  and Cat. VR	
PU0647	2	2	7	Cat. 2  and Cat. VR	
PU0648	2	2	7	Cat. 2  and Cat. VR	
PU0649	2	2	7	Cat. 2  and Cat. VR	
PU0650	2	2	7	Cat. 2  and Cat. VR	
PU0651	2	2	7	Cat. 2  and Cat. VR	
PU0652	2	2	7	Cat. 2  and Cat. VR	
PU0653	2	2	7	Cat. 2  and Cat. VR	
PU0654	2 SL	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0655	2	2	7	Cat. 2  and Cat. VR	
PU0656	2	2	7	Cat. 2  and Cat. VR	
PU0657	2	2	7	Cat. 2  and Cat. VR	
PU0658	2	2	7	Cat. 2  and Cat. VR	
PU0659	2	2	7	Cat. 2  and Cat. VR	
PU0660	2	2	7	Cat. 2  and Cat. VR	
PU0661	2	2	7	Cat. 2  and Cat. VR	
PU0662	2	2	7	Cat. 2  and Cat. VR	
PU0663	2	2	7	Cat. 2  and Cat. VR	
PU0664	NA	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0665	2	2	7	Cat. 2  and Cat. VR	
PU0666	2	2	7	Cat. 2  and Cat. VR	
PU0667	2	2	7	Cat. 2  and Cat. VR	
PU0668	2	2	7	Cat. 2  and Cat. VR	
PU0669	3	3	9	Cat. 3	
PU0670	2	2	7	Cat. 2  and Cat. VR	
PU0671	2	2	7	Cat. 2  and Cat. VR	
PU0672	2	2	7	Cat. 2  and Cat. VR	
PU0673	2	2	7	Cat. 2  and Cat. VR	
PU0674	2	2	7	Cat. 2  and Cat. VR	
PU0675	2	2	7	Cat. 2  and Cat. VR	
PU0676	2	2	7	Cat. 2  and Cat. VR	
PU0677	2	2	7	Cat. 2  and Cat. VR	
PU0678	2	2	7	Cat. 2  and Cat. VR	
PU0679	2	2	7	Cat. 2  and Cat. VR	
PU0680	2	2	7	Cat. 2  and Cat. VR	
PU0681	2	2	7	Cat. 2  and Cat. VR	
PU0682	2	2	7	Cat. 2  and Cat. VR	
PU0683	2	2	7	Cat. 2  and Cat. VR	
PU0684	2	2	7	Cat. 2  and Cat. VR	
PU0685	2	2	7	Cat. 2  and Cat. VR	
PU0686	2	2	7	Cat. 2  and Cat. VR	
PU0687	2	2	7	Cat. 2  and Cat. VR	
PU0688	2	2	7	Cat. 2  and Cat. VR	
PU0689	2	2	7	Cat. 2  and Cat. VR	
PU0690	2	2	7	Cat. 2  and Cat. VR	
PU0691	2	2	7	Cat. 2  and Cat. VR	
PU0692	2	2	7	Cat. 2  and Cat. VR	
PU0693	2	2	7	Cat. 2  and Cat. VR	
PU0694	2	2	7	Cat. 2  and Cat. VR	
PU0695	2	2	7	Cat. 2  and Cat. VR	
PU0696	2	2	7	Cat. 2  and Cat. VR	
PU0697	2	2	7	Cat. 2  and Cat. VR	
PU0698	2	2	7	Cat. 2  and Cat. VR	
PU0699	2	2	7	Cat. 2  and Cat. VR	
PU0700	2	2	7	Cat. 2  and Cat. VR	
PU0701	2	2	7	Cat. 2  and Cat. VR	
PU0702	2	2	7	Cat. 2  and Cat. VR	
PU0703	2	2	7	Cat. 2  and Cat. VR	
PU0704	2	2	7	Cat. 2  and Cat. VR	
PU0705	2	2	7	Cat. 2  and Cat. VR	
PU0706	2	2	7	Cat. 2  and Cat. VR	
PU0707	2	2	7	Cat. 2  and Cat. VR	
PU0708	2	2	7	Cat. 2  and Cat. VR	
PU0709	2	2	7	Cat. 2  and Cat. VR	
PU0710	2	2	7	Cat. 2  and Cat. VR	
PU0711	2	2	7	Cat. 2  and Cat. VR	
PU0712	2	2	7	Cat. 2  and Cat. VR	
PU0713	2	2	7	Cat. 2  and Cat. VR	
PU0714	2	2	7	Cat. 2  and Cat. VR	
PU0715	2	2	7	Cat. 2  and Cat. VR	
PU0716	2	2	7	Cat. 2  and Cat. VR	
PU0717	2	2	7	Cat. 2  and Cat. VR	
PU0718	2	2	7	Cat. 2  and Cat. VR	
PU0719	1P	1P	5	Cat. 1	
PU0720	1P	1P	5	Cat. 1	
PU0721	2	2	7	Cat. 2  and Cat. VR	
PU0722	2	2	7	Cat. 2  and Cat. VR	
PU0723	2	2	7	Cat. 2  and Cat. VR	
PU0724	2	2	7	Cat. 2  and Cat. VR	
PU0725	2	2	7	Cat. 2  and Cat. VR	
PU0726	2	2	7	Cat. 2  and Cat. VR	
PU0727	2	2	7	Cat. 2  and Cat. VR	
PU0728	2	2	7	Cat. 2  and Cat. VR	
PU0729	2	2	7	Cat. 2  and Cat. VR	
PU0730	3	3	9	Cat. 3	
PU0731	2	2	7	Cat. 2  and Cat. VR	
PU0732	2	2	7	Cat. 2  and Cat. VR	
PU0733	2	2	7	Cat. 2  and Cat. VR	
PU0734	2	2	7	Cat. 2  and Cat. VR	
PU0735	2 SL	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0736	2 SL	UNRESOLVED	UNRESOLVED	UNRESOLVED	欄 5 之值非單一矩陣類別（複合／無類別）；解析規則未定（B19）
PU0737	2	2	7	Cat. 2  and Cat. VR	
PU0738	2	2	7	Cat. 2  and Cat. VR	
PU0739	2	2	7	Cat. 2  and Cat. VR	
PU0740	2	2	7	Cat. 2  and Cat. VR	
PU0741	2	2	7	Cat. 2  and Cat. VR	
PU0742	2	2	7	Cat. 2  and Cat. VR	
PU0743	2	2	7	Cat. 2  and Cat. VR	
PU0744	2	2	7	Cat. 2  and Cat. VR	
PU0745	2	2	7	Cat. 2  and Cat. VR	
PU0746	2	2	7	Cat. 2  and Cat. VR	
PU0747	2	2	7	Cat. 2  and Cat. VR	
PU0748	2	2	7	Cat. 2  and Cat. VR	
PU0749	2	2	7	Cat. 2  and Cat. VR	
PU0750	2	2	7	Cat. 2  and Cat. VR	
PU0751	2	2	7	Cat. 2  and Cat. VR	
PU0752	2	2	7	Cat. 2  and Cat. VR	
PU0753	2	2	7	Cat. 2  and Cat. VR	
PU0754	2	2	7	Cat. 2  and Cat. VR	
PU0755	2	2	7	Cat. 2  and Cat. VR	
PU0756	2	2	7	Cat. 2  and Cat. VR	
PU0757	2	2	7	Cat. 2  and Cat. VR	
PU0758	2	2	7	Cat. 2  and Cat. VR	
PU0759	2	2	7	Cat. 2  and Cat. VR	
PU0760	2	2	7	Cat. 2  and Cat. VR	
PU0761	2	2	7	Cat. 2  and Cat. VR	
PU0762	2	2	7	Cat. 2  and Cat. VR	
PU0763	2	2	7	Cat. 2  and Cat. VR	
PU0764	2	2	7	Cat. 2  and Cat. VR	
PU0765	2	2	7	Cat. 2  and Cat. VR	
PU0766	2	2	7	Cat. 2  and Cat. VR	
PU0767	2	2	7	Cat. 2  and Cat. VR	
PU0768	2	2	7	Cat. 2  and Cat. VR	
PU0769	2	2	7	Cat. 2  and Cat. VR	
PU0770	2	2	7	Cat. 2  and Cat. VR	
