row	json_tc_id	json_req_id	F_0907	D_0907	n_diff_vs_json	diff_cols_vs_json	diff_noncorpus_cols_vs_rowsort
366	NR1L-ComfortHMI-103	SWE1-HVAC-110-06	NR1L-ComfortHMI-356	SWE1-HVAC-110-06	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
367	NR1L-ComfortHMI-104	SWE1-HVAC-111-01	NR1L-ComfortHMI-357	SWE1-HVAC-111-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
368	NR1L-ComfortHMI-105	SWE1-HVAC-111-02	NR1L-ComfortHMI-358	SWE1-HVAC-111-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
369	NR1L-ComfortHMI-106	SWE1-HVAC-111-03	NR1L-ComfortHMI-359	SWE1-HVAC-111-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
370	NR1L-ComfortHMI-414	SWE1-HVAC-111-03	NR1L-ComfortHMI-360	SWE1-HVAC-111-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
371	NR1L-ComfortHMI-415	SWE1-HVAC-111-03	NR1L-ComfortHMI-361	SWE1-HVAC-111-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
372	NR1L-ComfortHMI-107	SWE1-HVAC-111-04	NR1L-ComfortHMI-362	SWE1-HVAC-111-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
373	NR1L-ComfortHMI-108	SWE1-HVAC-111-05	NR1L-ComfortHMI-363	SWE1-HVAC-111-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
374	NR1L-ComfortHMI-416	SWE1-HVAC-111-05	NR1L-ComfortHMI-364	SWE1-HVAC-111-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
375	NR1L-ComfortHMI-109	SWE1-HVAC-112-01	NR1L-ComfortHMI-365	SWE1-HVAC-112-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
376	NR1L-ComfortHMI-110	SWE1-HVAC-112-02	NR1L-ComfortHMI-366	SWE1-HVAC-112-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
377	NR1L-ComfortHMI-111	SWE1-HVAC-112-03	NR1L-ComfortHMI-367	SWE1-HVAC-112-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
378	NR1L-ComfortHMI-112	SWE1-HVAC-112-04	NR1L-ComfortHMI-368	SWE1-HVAC-112-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
379	NR1L-ComfortHMI-417	SWE1-HVAC-112-04	NR1L-ComfortHMI-369	SWE1-HVAC-112-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
380	NR1L-ComfortHMI-418	SWE1-HVAC-112-04	NR1L-ComfortHMI-370	SWE1-HVAC-112-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
381	NR1L-ComfortHMI-419	SWE1-HVAC-112-04	NR1L-ComfortHMI-371	SWE1-HVAC-112-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
382	NR1L-ComfortHMI-113	SWE1-HVAC-112-05	NR1L-ComfortHMI-372	SWE1-HVAC-112-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
383	NR1L-ComfortHMI-420	SWE1-HVAC-112-05	NR1L-ComfortHMI-373	SWE1-HVAC-112-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
384	NR1L-ComfortHMI-237	SWE1-HVAC-113-01	NR1L-ComfortHMI-374	SWE1-HVAC-113-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
385	NR1L-ComfortHMI-238	SWE1-HVAC-113-02	NR1L-ComfortHMI-375	SWE1-HVAC-113-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
386	NR1L-ComfortHMI-239	SWE1-HVAC-113-03	NR1L-ComfortHMI-376	SWE1-HVAC-113-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
387	NR1L-ComfortHMI-240	SWE1-HVAC-113-04	NR1L-ComfortHMI-377	SWE1-HVAC-113-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
388	NR1L-ComfortHMI-241	SWE1-HVAC-113-05	NR1L-ComfortHMI-378	SWE1-HVAC-113-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
389	NR1L-ComfortHMI-242	SWE1-HVAC-113-06	NR1L-ComfortHMI-379	SWE1-HVAC-113-06	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
390	NR1L-ComfortHMI-243	SWE1-HVAC-113-07	NR1L-ComfortHMI-380	SWE1-HVAC-113-07	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
391	NR1L-ComfortHMI-244	SWE1-HVAC-113-08	NR1L-ComfortHMI-381	SWE1-HVAC-113-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
392	NR1L-ComfortHMI-245	SWE1-HVAC-113-09	NR1L-ComfortHMI-382	SWE1-HVAC-113-09	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
393	NR1L-ComfortHMI-421	SWE1-HVAC-113-09	NR1L-ComfortHMI-383	SWE1-HVAC-113-09	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
394	NR1L-ComfortHMI-422	SWE1-HVAC-113-09	NR1L-ComfortHMI-384	SWE1-HVAC-113-09	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
395	NR1L-ComfortHMI-423	SWE1-HVAC-113-09	NR1L-ComfortHMI-385	SWE1-HVAC-113-09	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
396	NR1L-ComfortHMI-246	SWE1-HVAC-113-10	NR1L-ComfortHMI-386	SWE1-HVAC-113-10	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
397	NR1L-ComfortHMI-247	SWE1-HVAC-113-11	NR1L-ComfortHMI-387	SWE1-HVAC-113-11	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
398	NR1L-ComfortHMI-248	SWE1-HVAC-113-12	NR1L-ComfortHMI-388	SWE1-HVAC-113-12	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
399	NR1L-ComfortHMI-249	SWE1-HVAC-114-01	NR1L-ComfortHMI-389	SWE1-HVAC-114-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
400	NR1L-ComfortHMI-250	SWE1-HVAC-114-02	NR1L-ComfortHMI-390	SWE1-HVAC-114-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
401	NR1L-ComfortHMI-215	SWE1-HVAC-115-01	NR1L-ComfortHMI-391	SWE1-HVAC-115-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
402	NR1L-ComfortHMI-216	SWE1-HVAC-115-02	NR1L-ComfortHMI-392	SWE1-HVAC-115-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
403	NR1L-ComfortHMI-217	SWE1-HVAC-115-03	NR1L-ComfortHMI-393	SWE1-HVAC-115-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
404	NR1L-ComfortHMI-218	SWE1-HVAC-115-04	NR1L-ComfortHMI-394	SWE1-HVAC-115-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
405	NR1L-ComfortHMI-219	SWE1-HVAC-115-05	NR1L-ComfortHMI-395	SWE1-HVAC-115-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
406	NR1L-ComfortHMI-424	SWE1-HVAC-115-05	NR1L-ComfortHMI-396	SWE1-HVAC-115-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
407	NR1L-ComfortHMI-425	SWE1-HVAC-115-05	NR1L-ComfortHMI-397	SWE1-HVAC-115-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
408	NR1L-ComfortHMI-220	SWE1-HVAC-115-06	NR1L-ComfortHMI-398	SWE1-HVAC-115-06	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
409	NR1L-ComfortHMI-221	SWE1-HVAC-115-07	NR1L-ComfortHMI-399	SWE1-HVAC-115-07	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
410	NR1L-ComfortHMI-222	SWE1-HVAC-115-08	NR1L-ComfortHMI-400	SWE1-HVAC-115-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
411	NR1L-ComfortHMI-223	SWE1-HVAC-116-01	NR1L-ComfortHMI-401	SWE1-HVAC-116-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
412	NR1L-ComfortHMI-224	SWE1-HVAC-116-02	NR1L-ComfortHMI-402	SWE1-HVAC-116-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
413	NR1L-ComfortHMI-432	SWE1-HVAC-116-03	NR1L-ComfortHMI-403	SWE1-HVAC-116-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
414	NR1L-ComfortHMI-433	SWE1-HVAC-116-04	NR1L-ComfortHMI-404	SWE1-HVAC-116-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
415	NR1L-ComfortHMI-251	SWE1-HVAC-117-01	NR1L-ComfortHMI-405	SWE1-HVAC-117-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
416	NR1L-ComfortHMI-252	SWE1-HVAC-117-02	NR1L-ComfortHMI-406	SWE1-HVAC-117-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
417	NR1L-ComfortHMI-253	SWE1-HVAC-117-03	NR1L-ComfortHMI-407	SWE1-HVAC-117-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
418	NR1L-ComfortHMI-254	SWE1-HVAC-118-01	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
419	NR1L-ComfortHMI-255	SWE1-HVAC-118-02	NR1L-ComfortHMI-409	SWE1-HVAC-118-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
420	NR1L-ComfortHMI-256	SWE1-HVAC-118-03	NR1L-ComfortHMI-410	SWE1-HVAC-118-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
421	NR1L-ComfortHMI-257	SWE1-HVAC-118-04	NR1L-ComfortHMI-411	SWE1-HVAC-118-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
422	NR1L-ComfortHMI-258	SWE1-HVAC-118-05	NR1L-ComfortHMI-412	SWE1-HVAC-118-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
423	NR1L-ComfortHMI-259	SWE1-HVAC-118-06	NR1L-ComfortHMI-413	SWE1-HVAC-118-06	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
424	NR1L-ComfortHMI-260	SWE1-HVAC-118-07	NR1L-ComfortHMI-414	SWE1-HVAC-118-07	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
425	NR1L-ComfortHMI-426	SWE1-HVAC-118-07	NR1L-ComfortHMI-415	SWE1-HVAC-118-07	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
426	NR1L-ComfortHMI-261	SWE1-HVAC-118-08	NR1L-ComfortHMI-416	SWE1-HVAC-118-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
427	NR1L-ComfortHMI-262	SWE1-HVAC-118-09	NR1L-ComfortHMI-417	SWE1-HVAC-118-09	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
428	NR1L-ComfortHMI-263	SWE1-HVAC-118-10	NR1L-ComfortHMI-418	SWE1-HVAC-118-10	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
429	NR1L-ComfortHMI-225	SWE1-HVAC-119-01	NR1L-ComfortHMI-419	SWE1-HVAC-119-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
430	NR1L-ComfortHMI-226	SWE1-HVAC-119-02	NR1L-ComfortHMI-420	SWE1-HVAC-119-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
431	NR1L-ComfortHMI-227	SWE1-HVAC-119-03	NR1L-ComfortHMI-421	SWE1-HVAC-119-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
432	NR1L-ComfortHMI-228	SWE1-HVAC-119-04	NR1L-ComfortHMI-422	SWE1-HVAC-119-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
433	NR1L-ComfortHMI-229	SWE1-HVAC-119-05	NR1L-ComfortHMI-423	SWE1-HVAC-119-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
434	NR1L-ComfortHMI-230	SWE1-HVAC-119-06	NR1L-ComfortHMI-424	SWE1-HVAC-119-06	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
435	NR1L-ComfortHMI-231	SWE1-HVAC-119-07	NR1L-ComfortHMI-425	SWE1-HVAC-119-07	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
436	NR1L-ComfortHMI-232	SWE1-HVAC-119-08	NR1L-ComfortHMI-426	SWE1-HVAC-119-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
437	NR1L-ComfortHMI-427	SWE1-HVAC-119-08	NR1L-ComfortHMI-427	SWE1-HVAC-119-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
438	NR1L-ComfortHMI-428	SWE1-HVAC-119-08	NR1L-ComfortHMI-428	SWE1-HVAC-119-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
439	NR1L-ComfortHMI-429	SWE1-HVAC-119-08	NR1L-ComfortHMI-429	SWE1-HVAC-119-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
440	NR1L-ComfortHMI-233	SWE1-HVAC-119-09	NR1L-ComfortHMI-430	SWE1-HVAC-119-09	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
441	NR1L-ComfortHMI-234	SWE1-HVAC-119-10	NR1L-ComfortHMI-431	SWE1-HVAC-119-10	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
442	NR1L-ComfortHMI-235	SWE1-HVAC-119-11	NR1L-ComfortHMI-432	SWE1-HVAC-119-11	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
443	NR1L-ComfortHMI-236	SWE1-HVAC-119-12	NR1L-ComfortHMI-433	SWE1-HVAC-119-12	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
444	NR1L-ComfortHMI-091	SWE1-HVAC-120-01	NR1L-ComfortHMI-434	SWE1-HVAC-120-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
445	NR1L-ComfortHMI-092	SWE1-HVAC-120-02	NR1L-ComfortHMI-435	SWE1-HVAC-120-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
446	NR1L-ComfortHMI-093	SWE1-HVAC-120-03	NR1L-ComfortHMI-436	SWE1-HVAC-120-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
447	NR1L-ComfortHMI-264	SWE1-HVAC-121-01	NR1L-ComfortHMI-437	SWE1-HVAC-121-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
448	NR1L-ComfortHMI-265	SWE1-HVAC-121-02	NR1L-ComfortHMI-438	SWE1-HVAC-121-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
449	NR1L-ComfortHMI-094	SWE1-HVAC-122-01	NR1L-ComfortHMI-439	SWE1-HVAC-122-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
450	NR1L-ComfortHMI-462	SWE1-HVAC-122-02	NR1L-ComfortHMI-440	SWE1-HVAC-122-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
451	NR1L-ComfortHMI-095	SWE1-HVAC-122-03	NR1L-ComfortHMI-441	SWE1-HVAC-122-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
452	NR1L-ComfortHMI-096	SWE1-HVAC-122-04	NR1L-ComfortHMI-442	SWE1-HVAC-122-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
453	NR1L-ComfortHMI-097	SWE1-HVAC-122-05	NR1L-ComfortHMI-443	SWE1-HVAC-122-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
454	NR1L-ComfortHMI-114	SWE1-HVAC-123	NR1L-ComfortHMI-444	SWE1-HVAC-123	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
455	NR1L-ComfortHMI-115	SWE1-HVAC-124-01	NR1L-ComfortHMI-445	SWE1-HVAC-124-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
456	NR1L-ComfortHMI-116	SWE1-HVAC-124-02	NR1L-ComfortHMI-446	SWE1-HVAC-124-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
457	NR1L-ComfortHMI-117	SWE1-HVAC-124-03	NR1L-ComfortHMI-447	SWE1-HVAC-124-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
458	NR1L-ComfortHMI-118	SWE1-HVAC-125-01	NR1L-ComfortHMI-448	SWE1-HVAC-125-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
459	NR1L-ComfortHMI-119	SWE1-HVAC-125-02	NR1L-ComfortHMI-449	SWE1-HVAC-125-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
460	NR1L-ComfortHMI-120	SWE1-HVAC-125-03	NR1L-ComfortHMI-450	SWE1-HVAC-125-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
461	NR1L-ComfortHMI-121	SWE1-HVAC-125-04	NR1L-ComfortHMI-451	SWE1-HVAC-125-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
462	NR1L-ComfortHMI-122	SWE1-HVAC-125-05	NR1L-ComfortHMI-452	SWE1-HVAC-125-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
463	NR1L-ComfortHMI-123	SWE1-HVAC-125-06	NR1L-ComfortHMI-453	SWE1-HVAC-125-06	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
464	NR1L-ComfortHMI-124	SWE1-HVAC-125-07	NR1L-ComfortHMI-454	SWE1-HVAC-125-07	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
465	NR1L-ComfortHMI-361	SWE1-HVAC-125-08	NR1L-ComfortHMI-455	SWE1-HVAC-125-08	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
466	NR1L-ComfortHMI-125	SWE1-HVAC-126-01	NR1L-ComfortHMI-456	SWE1-HVAC-126-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
467	NR1L-ComfortHMI-362	SWE1-HVAC-126-02	NR1L-ComfortHMI-457	SWE1-HVAC-126-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
468	NR1L-ComfortHMI-126	SWE1-HVAC-126-03	NR1L-ComfortHMI-458	SWE1-HVAC-126-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
469	NR1L-ComfortHMI-378	SWE1-HVAC-127-01	NR1L-ComfortHMI-459	SWE1-HVAC-127-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
470	NR1L-ComfortHMI-379	SWE1-HVAC-127-02	NR1L-ComfortHMI-460	SWE1-HVAC-127-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
471	NR1L-ComfortHMI-380	SWE1-HVAC-128-01	NR1L-ComfortHMI-461	SWE1-HVAC-128-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
472	NR1L-ComfortHMI-381	SWE1-HVAC-128-02	NR1L-ComfortHMI-462	SWE1-HVAC-128-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
473	NR1L-ComfortHMI-463	SWE1-HVAC-129-01	NR1L-ComfortHMI-463	SWE1-HVAC-129-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
474	NR1L-ComfortHMI-464	SWE1-HVAC-129-02	NR1L-ComfortHMI-464	SWE1-HVAC-129-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
475	NR1L-ComfortHMI-465	SWE1-HVAC-129-03	NR1L-ComfortHMI-465	SWE1-HVAC-129-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA

# summary
# rows_0907=466	rows_plan=466	tcs_json=465
# col	A(0907)!=G(json)	A!=R(rowsort)	R!=G
# D	0	0	0
# F	0	0	0
# G	466	466	0
# H	0	0	0
# I	0	0	0
# J	0	0	0
# K	0	0	0
# L	0	0	0
# M	0	0	0
# N	0	0	0
# P	465	465	0
# R	0	0	0
# S	0	0	0
# AH	0	0	0
# non-corpus cols A!=R: C=466, E=465, O=466, T=466, U=466, V=466, W=466, X=466, Y=466, Z=466, AA=466
# rows with any corpus-col diff vs json: 466
