sheet_row	sys_ra_feature_id	title_source_description	chapter_for_vf	vf_suffix	document_id	signal_names_in_description	n_signals	n_solved_signals	tc_status
1110	Sys-RA-VF665_V43_VSM-1109	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.FlashLightWLock"" message THEN TLM updates the Flash Light With Lock information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.21	VF_2139	VF655_V43_R3	IPC_VEHICLE_SETUP2.FlashLightWLock | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1112	Sys-RA-VF665_V43_VSM-1111	"IF ""NAV_Presence"" PROXI parameter is equal to ""Absent"" THEN TLM shall not display the GPS Automatic Time Adjustment menu item and the user can not perform any setting."	01.11.01.01.22	VF_508	VF655_V43_R3	NAV_Presence	1	0	ISOLATED (DR-VT2)
1113	Sys-RA-VF665_V43_VSM-1112	"IF ""NAV_Presence"" PROXI parameter is equal to ""Present"" THEN TLM shall display the GPS Automatic Time Adjustment menu item and the user can perform setting."	01.11.01.01.22	VF_509	VF655_V43_R3	NAV_Presence	1	0	ISOLATED (DR-VT2)
1114	Sys-RA-VF665_V43_VSM-1113	"IF the user sets ""GPS_Automatic_Time_Adj_Enable.Req"" internal signals to ""Not_Enable"" THEN TLM updates and sends the GPS Time Adjustment information to VF456 through ""GPS_Automatic_Time_Adj_Setup.Info"" internal signal"	01.11.01.01.22	VF_511	VF655_V43_R3	GPS_Automatic_Time_Adj_Enable.Req | GPS_Automatic_Time_Adj_Setup.Info	2	0	ISOLATED (DR-VT2)
1115	Sys-RA-VF665_V43_VSM-1114	"IF the user sets ""GPS_Automatic_Time_Adj_Enable.Req"" internal signals to ""Enable"" THEN TLM updates and sends the GPS Time Adjustment information to VF456 through ""GPS_Automatic_Time_Adj_Setup.Info"" internal signal"	01.11.01.01.22	VF_512	VF655_V43_R3	GPS_Automatic_Time_Adj_Enable.Req | GPS_Automatic_Time_Adj_Setup.Info	2	0	ISOLATED (DR-VT2)
1117	Sys-RA-VF665_V43_VSM-1116	"IF TLM receives ""IPC_VEHICLE_SETUP.PhoneRepetition""set to ""Present"" THEN TLM updates and sends the information for enabling the Phone repetition to VF464 through ""PhoneRepetition.Info"" internal signal"	01.11.01.01.23	VF_2500	VF655_V43_R3	IPC_VEHICLE_SETUP.PhoneRepetition | PhoneRepetition.Info	2	1	ISOLATED (DR-VT2)
1118	Sys-RA-VF665_V43_VSM-1117	"IF TLM receives ""IPC_VEHICLE_SETUP.PhoneRepetition""set to ""Absent"" THEN TLM updates and sends the information for disabling the Phone repetition to VF464 through ""PhoneRepetition.Info"" internal signal"	01.11.01.01.23	VF_2022	VF655_V43_R3	IPC_VEHICLE_SETUP.PhoneRepetition | PhoneRepetition.Info	2	1	ISOLATED (DR-VT2)
1120	Sys-RA-VF665_V43_VSM-1119	"IF TLM receives ""IPC_VEHICLE_SETUP.NavRepetition""set to ""Present"" THEN TLM updates and sends the information for enabling the Navigation repetition to VF176 through ""NavigationRepetition.Info"" internal signal"	01.11.01.01.24	VF_2017	VF655_V43_R3	IPC_VEHICLE_SETUP.NavRepetition | NavigationRepetition.Info	2	1	ISOLATED (DR-VT2)
1121	Sys-RA-VF665_V43_VSM-1120	"IF TLM receives ""IPC_VEHICLE_SETUP.NavRepetition""set to ""Absent"" THEN TLM updates and sends the information for disabling the Navigation repetition to VF176 through ""NavigationRepetition.Info"" internal signal"	01.11.01.01.24	VF_2018	VF655_V43_R3	IPC_VEHICLE_SETUP.NavRepetition | NavigationRepetition.Info	2	1	ISOLATED (DR-VT2)
1123	Sys-RA-VF665_V43_VSM-1122	"IF "" CAN node 24 (PAM ) "" PROXI parameter is equal to ""Present"" THEN TLM shall display the ""Park Sense Setting "" menu item and the user can perform setting."	01.11.01.01.25	VF_1922	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1124	Sys-RA-VF665_V43_VSM-1123	"IF the user sets ""Pam_AlertMode_Setting.Req"" internal signals to ""Sound"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamAlertMode_Req"" B-CAN signal equal to ""Sound"" and sends this signal to IPC"	01.11.01.01.25	VF_1929	VF655_V43_R3	Pam_AlertMode_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamAlertMode_Req	2	1	ISOLATED (DR-VT2)
1125	Sys-RA-VF665_V43_VSM-1124	"IF the user sets ""Pam_AlertMode_Setting.Req"" internal signals to ""Sound+Display"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamAlertMode_Req"" B-CAN signal equal to ""Sound+Display"" and sends this signal to IPC"	01.11.01.01.25	VF_1928	VF655_V43_R3	Pam_AlertMode_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamAlertMode_Req	2	1	ISOLATED (DR-VT2)
1126	Sys-RA-VF665_V43_VSM-1125	"WHEN TLM receives ""IPC_VEHICLE_SETUP.PamAlertMode"" message THEN TLM updates the Park Sense Setting information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.25	VF_1932	VF655_V43_R3	IPC_VEHICLE_SETUP.PamAlertMode | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1128	Sys-RA-VF665_V43_VSM-1127	"IF ""CAN node 24 (PAM)"" PROXI parameter is equal to ""Present"" AND ( ""PAM_Configuration"" PROXI parameter is equal to ""Rear"" OR ""Front And Rear"" ) THEN IPC shall display the ""Rear Park Sense Volume"" menu item and the user can perform setting."	01.11.01.01.25	VF_2952	VF655_V43_R3	PAM_Configuration	1	0	ISOLATED (DR-VT2)
1129	Sys-RA-VF665_V43_VSM-1128	"IF the user sets ""Pam_Chime_Volume_Rear_Setting.Req"" internal signals to ""Low"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req"" B-CAN signal equal to ""Low"" and sends this signal to IPC"	01.11.01.01.25	VF_2953	VF655_V43_R3	Pam_Chime_Volume_Rear_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req	2	1	ISOLATED (DR-VT2)
1130	Sys-RA-VF665_V43_VSM-1129	"IF the user sets ""Pam_Chime_Volume_Rear_Setting.Req"" internal signals to ""Med"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req"" B-CAN signal equal to ""Med"" and sends this signal to IPC"	01.11.01.01.25	VF_2954	VF655_V43_R3	Pam_Chime_Volume_Rear_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req	2	1	ISOLATED (DR-VT2)
1131	Sys-RA-VF665_V43_VSM-1130	"IF the user sets ""Pam_Chime_Volume_Rear_Setting.Req"" internal signals to ""High"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req"" B-CAN signal equal to ""High"" and sends this signal to IPC"	01.11.01.01.25	VF_2955	VF655_V43_R3	Pam_Chime_Volume_Rear_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req	2	1	ISOLATED (DR-VT2)
1132	Sys-RA-VF665_V43_VSM-1131	"WHEN TLM receives ""IPC_VEHICLE_SETUP.PamChimeVolumeRear"" message THEN TLM updates the Rear Park Sense Volume information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.25	VF_2957	VF655_V43_R3	IPC_VEHICLE_SETUP.PamChimeVolumeRear | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1133	Sys-RA-VF665_V43_VSM-1132	"ELSE THEN TLM shall not display the ""Rear Park Sense Volume"" menu item and the user can not perform any setting."	01.11.01.01.25	VF_2977	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1135	Sys-RA-VF665_V43_VSM-1134	"IF ""CAN node 24 (PAM)"" PROXI parameter is equal to ""Present"" AND ""PAM_Configuration"" PROXI parameter is equal to ""Front And Rear"" THEN IPC shall display the ""Front Park Sense Volume"" menu item and the user can perform setting."	01.11.01.01.25	VF_2959	VF655_V43_R3	PAM_Configuration	1	0	ISOLATED (DR-VT2)
1136	Sys-RA-VF665_V43_VSM-1135	"IF the user sets ""Pam_Chime_Volume_Front_Setting.Req"" internal signals to ""Low"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req"" B-CAN signal equal to ""Low"" and sends this signal to IPC"	01.11.01.01.25	VF_2960	VF655_V43_R3	Pam_Chime_Volume_Front_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req	2	1	ISOLATED (DR-VT2)
1137	Sys-RA-VF665_V43_VSM-1136	"IF the user sets ""Pam_Chime_Volume_Front_Setting.Req"" internal signals to ""Med"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req"" B-CAN signal equal to ""Med"" and sends this signal to IPC"	01.11.01.01.25	VF_2961	VF655_V43_R3	Pam_Chime_Volume_Front_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req	2	1	ISOLATED (DR-VT2)
1138	Sys-RA-VF665_V43_VSM-1137	"IF the user sets ""Pam_Chime_Volume_Front_Setting.Req"" internal signals to ""High"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req"" B-CAN signal equal to ""High"" and sends this signal to IPC"	01.11.01.01.25	VF_2962	VF655_V43_R3	Pam_Chime_Volume_Front_Setting.Req | TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req	2	1	ISOLATED (DR-VT2)
1139	Sys-RA-VF665_V43_VSM-1138	"WHEN TLM receives ""IPC_VEHICLE_SETUP.PamChimeVolumeFront"" message THEN TLM updates the Front Park Sense Volume information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.25	VF_2982	VF655_V43_R3	IPC_VEHICLE_SETUP.PamChimeVolumeFront | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1140	Sys-RA-VF665_V43_VSM-1139	"ELSE THEN TLM shall not display the ""Front Park Sense Volume"" menu item and the user can not perform any setting."	01.11.01.01.25	VF_2980	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1141	Sys-RA-VF665_V43_VSM-1140	"ELSE THEN TLM shall not display the ""Park Sense Setting "", ""Rear Park Sense Volume"" and ""Front Park Sense Volume"" menu items and the user can not perform any setting."	01.11.01.01.25	VF_2981	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1142	Sys-RA-VF665_V43_VSM-1141	"ELSE THEN TLM shall not display the ""Park Sense Setting "", ""Rear Park Sense Volume"" and ""Front Park Sense Volume"" menu items and the user can not perform any setting."	01.11.01.01.25	VF_2981	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1144	Sys-RA-VF665_V43_VSM-1143	"IF “AHBM_Feature_Menu ” PROXI parameter is equal to ""Absent"" THEN TLM shall display the Auto High Beam menu item and the user can not perform any setting."	01.11.01.01.26	VF_2559	VF655_V43_R3	AHBM_Feature_Menu	1	0	ISOLATED (DR-VT2)
1145	Sys-RA-VF665_V43_VSM-1144	"IF “AHBM_Feature_Menu” PROXI parameter is equal to ""Present"" THEN TLM shall display the Auto High Beam menu item and the user can perform setting."	01.11.01.01.26	VF_2560	VF655_V43_R3	AHBM_Feature_Menu	1	0	ISOLATED (DR-VT2)
1146	Sys-RA-VF665_V43_VSM-1145	"IF the user sets ""Auto_High_Beam_Enable.Req"" equal to ""Enable"" THEN TLM shall to set ""TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req"" B-CAN signal equal to ""Enable"" and sends this signal to IPC"	01.11.01.01.26	VF_2563	VF655_V43_R3	Auto_High_Beam_Enable.Req | TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req	2	1	ISOLATED (DR-VT2)
1147	Sys-RA-VF665_V43_VSM-1146	"IF the user sets ""Auto_High_Beam_Enable.Req"" equal to ""Disable"" THEN TLM shall to set ""TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req"" B-CAN signal equal to ""Disable"" and sends this signal to IPC"	01.11.01.01.26	VF_2564	VF655_V43_R3	Auto_High_Beam_Enable.Req | TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req	2	1	ISOLATED (DR-VT2)
1148	Sys-RA-VF665_V43_VSM-1147	"WHEN TLM receives ""IPC_VEHICLE_SETUP.AutoHighBeamEnable"" message THEN TLM updates the Auto High Beam information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.26	VF_2562	VF655_V43_R3	IPC_VEHICLE_SETUP.AutoHighBeamEnable | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1150	Sys-RA-VF665_V43_VSM-1149	"IF ""Ambient_Lighting_Function"" PROXI parameter is equal to ""Present"" AND ""Ambient_Dimmer_Switch""PROXI parameter is equal to ""absent"" THEN TLM shall display the Interior Ambient Lights Level menu item and the user can perform setting."	01.11.01.01.27	VF_1954	VF655_V43_R3	Ambient_Dimmer_Switch | Ambient_Lighting_Function	2	0	ISOLATED (DR-VT2)
1151	Sys-RA-VF665_V43_VSM-1150	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_1 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_ 1 "" and sends this signal to IPC"	01.11.01.01.27	VF_1955	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1152	Sys-RA-VF665_V43_VSM-1151	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_2 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_2 "" and sends this signal to IPC"	01.11.01.01.27	VF_1956	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1153	Sys-RA-VF665_V43_VSM-1152	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_3 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_ 3 "" and sends this signal to IPC"	01.11.01.01.27	VF_1957	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1154	Sys-RA-VF665_V43_VSM-1153	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_4 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_4 "" and sends this signal to IPC"	01.11.01.01.27	VF_1958	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1155	Sys-RA-VF665_V43_VSM-1154	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_5 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_5 "" and sends this signal to IPC"	01.11.01.01.27	VF_1959	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1156	Sys-RA-VF665_V43_VSM-1155	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_6 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_6 "" and sends this signal to IPC"	01.11.01.01.27	VF_1960	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1157	Sys-RA-VF665_V43_VSM-1156	"IF the user sets ""Ambient_Lighting_level_Setting.Req"" equal to ""Level_7 "" THEN TLM shal set ""TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req"" B-CAN signal equal to ""Level_7 "" and sends this signal to IPC"	01.11.01.01.27	VF_1961	VF655_V43_R3	Ambient_Lighting_level_Setting.Req | TELEMATIC_VEHICLE_SETUP.AmbientLightingLevel_Req	2	1	ISOLATED (DR-VT2)
1158	Sys-RA-VF665_V43_VSM-1157	"WHEN TLM receives ""IPC_VEHICLE_SETUP.AmbientLightingLevel"" message THEN TLM updates the Ambient light information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.27	VF_1962	VF655_V43_R3	IPC_VEHICLE_SETUP.AmbientLightingLevel | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1160	Sys-RA-VF665_V43_VSM-1159	THEN TLM shall not display the Ambient Light Level menu item and the user can not perform any setting.	01.11.01.01.27	VF_1973	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1162	Sys-RA-VF665_V43_VSM-1161	"IF “Rear_View_Camera” PROXI parameter is not equal to ""Present"" THEN the TLM shall not display the Rearview Camera Dynamic Gridlines menu item and the user can not perform any setting."	01.11.01.01.28	VF_3562	VF655_V43_R3	Rear_View_Camera	1	0	ISOLATED (DR-VT2)
1163	Sys-RA-VF665_V43_VSM-1162	"IF “Rear_View_Camera” PROXI parameter is equal to ""Present"" THEN TLM shall display the Rearview Camera Dynamic Gridlines menu item and the user can perform setting with the following options: Off or On."	01.11.01.01.28	VF_3563	VF655_V43_R3	Rear_View_Camera	1	0	ISOLATED (DR-VT2)
1164	Sys-RA-VF665_V43_VSM-1163	"IF the user sets ""RVC_Dynamic_Gridlines.Req"" equal to ""Off"" TLM shall set ""TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req"" BH-CAN signal equal to ""Dynamic Gridlines OFF"" and sends this signal to IPC."	01.11.01.01.28	VF_3564	VF655_V43_R3	RVC_Dynamic_Gridlines.Req | TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req	2	1	ISOLATED (DR-VT2)
1165	Sys-RA-VF665_V43_VSM-1164	"IF the user sets ""RVC_Dynamic_Gridlines.Req"" equal to ""On"" TLM shall set ""TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req"" BH-CAN signal equal to ""Dynamic Gridlines ON"" and sends this signal to IPC."	01.11.01.01.28	VF_3565	VF655_V43_R3	RVC_Dynamic_Gridlines.Req | TELEMATIC_VEHICLE_SETUP.DynamicGrid_Req	2	1	ISOLATED (DR-VT2)
1166	Sys-RA-VF665_V43_VSM-1165	"WHEN TLM receives ""IPC_VEHICLE_SETUP.DynamicGrid"" message THEN TLM updates the Rearview Camera Dynamic Gridlines setting on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal."	01.11.01.01.28	VF_3566	VF655_V43_R3	IPC_VEHICLE_SETUP.DynamicGrid | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1168	Sys-RA-VF665_V43_VSM-1167	"IF “Rear_View_Camera” PROXI parameter is not equal to ""Present"" THEN the TLM shall not display the Rearview Camera Delay menu item and the user can not perform any setting."	01.11.01.01.29	VF_3568	VF655_V43_R3	Rear_View_Camera	1	0	ISOLATED (DR-VT2)
1169	Sys-RA-VF665_V43_VSM-1168	"IF “Rear_View_Camera” PROXI parameter is equal to ""Present"" THEN TLM shall display the Rearview Camera Delay menu item and the user can perform setting with the following options: Off or On."	01.11.01.01.29	VF_3569	VF655_V43_R3	Rear_View_Camera	1	0	ISOLATED (DR-VT2)
1170	Sys-RA-VF665_V43_VSM-1169	"IF the user sets ""RVC_Delay.Req"" equal to ""Off"" TLM shall set ""TELEMATIC_VEHICLE_SETUP2.Backup_Cam_Delay_Req"" BH-CAN signal equal to ""Off"" and sends this signal to IPC."	01.11.01.01.29	VF_3570	VF655_V43_R3	RVC_Delay.Req | TELEMATIC_VEHICLE_SETUP2.Backup_Cam_Delay_Req	2	1	ISOLATED (DR-VT2)
1171	Sys-RA-VF665_V43_VSM-1170	"IF the user sets ""RVC_Delay.Req"" equal to ""On"" TLM shall set ""TELEMATIC_VEHICLE_SETUP2.Backup_Cam_Delay_Req"" BH-CAN signal equal to ""On"" and sends this signal to IPC."	01.11.01.01.29	VF_3571	VF655_V43_R3	RVC_Delay.Req | TELEMATIC_VEHICLE_SETUP2.Backup_Cam_Delay_Req	2	1	ISOLATED (DR-VT2)
1172	Sys-RA-VF665_V43_VSM-1171	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.Backup_Cam_Delay"" message THEN TLM updates the Rearview Camera Delay setting on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal."	01.11.01.01.29	VF_3572	VF655_V43_R3	IPC_VEHICLE_SETUP2.Backup_Cam_Delay | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1174	Sys-RA-VF665_V43_VSM-1173	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Absent"" OR IF “Geolocation_Menu” PROXI parameter is equal to ""Absent"" THEN TLM shall not display the Geolocation menu item and the user can not perform any setting."	01.11.01.01.30	VF_3337	VF655_V43_R3	Geolocation_Menu	1	0	ISOLATED (DR-VT2)
1175	Sys-RA-VF665_V43_VSM-1174	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Present"" AND IF “Geolocation_Menu” PROXI parameter is equal to ""Present"" THEN TLM shall display the Geolocation menu item and the user can perform setting with the following options: Off, On"	01.11.01.01.30	VF_3338	VF655_V43_R3	Geolocation_Menu	1	0	ISOLATED (DR-VT2)
1176	Sys-RA-VF665_V43_VSM-1175	"IF the user sets ""Geolocation_Enable.Req"" equal to ""Off"" TLM shall set ""TELEMATIC_SERVICE_SETUP.PrivacyModeReq"" BH-CAN signal equal to ""Active"" and sends this signal to TBM"	01.11.01.01.30	VF_3339	VF655_V43_R3	Geolocation_Enable.Req | SERVICE_SETUP.PrivacyMode | TELEMATIC_SERVICE_SETUP.PrivacyModeReq	3	2	ISOLATED (DR-VT2)
1177	Sys-RA-VF665_V43_VSM-1176	"IF the user sets ""Geolocation_Enable.Req"" equal to ""On"" TLM shall set ""TELEMATIC_SERVICE_SETUP.PrivacyModeReq"" BH-CAN signal equal to ""Not Active"" and sends this signal to TBM"	01.11.01.01.30	VF_3340	VF655_V43_R3	Geolocation_Enable.Req | SERVICE_SETUP.PrivacyMode | TELEMATIC_SERVICE_SETUP.PrivacyModeReq	3	2	ISOLATED (DR-VT2)
1178	Sys-RA-VF665_V43_VSM-1177	"WHEN TLM receives ""SERVICE_SETUP.PrivacyMode"" message THEN TLM updates the Privacy Mode information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.30	VF_3341	VF655_V43_R3	SERVICE_SETUP.PrivacyMode | TLM_Vehicle_Setup_Menu.Info	2	1	ISOLATED (DR-VT2)
1180	Sys-RA-VF665_V43_VSM-1179	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Absent"" THEN TLM shall not manage ""TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq"" and ""SERVICE_SETUP.ClearPersonalData"" BH-CAN signals."	01.11.01.01.31	VF_3343	VF655_V43_R3	SERVICE_SETUP.ClearPersonalData | TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq	2	2	ISOLATED (DR-VT2)
1181	Sys-RA-VF665_V43_VSM-1180	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Present"" THEN TLM shall manage the Clear Personal Data feature and the user can perform the service setup reset."	01.11.01.01.31	VF_3344	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1182	Sys-RA-VF665_V43_VSM-1181	"IF the user performs ""ClearPersonalData_Enable.Req"" request TLM shall only send ""TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq"" BH-CAN signal equal to ""Active"" to TBM."	01.11.01.01.31	VF_3345	VF655_V43_R3	ClearPersonalData_Enable.Req | SERVICE_SETUP.ClearPersonalData | TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq	3	2	ISOLATED (DR-VT2)
1184	Sys-RA-VF665_V43_VSM-1183	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Absent"" THEN TLM shall not manage ""TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq"" and ""SERVICE_SETUP.RestoreDefaulSetting"" BH-CAN signals."	01.11.01.01.32	VF_3347	VF655_V43_R3	SERVICE_SETUP.RestoreDefaulSetting | SERVICE_SETUP.RestoreDefaultSetting | TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq	3	2	ISOLATED (DR-VT2)
1185	Sys-RA-VF665_V43_VSM-1184	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Present"" THEN TLM shall manage the Restore Default Setting feature and the user can perform the service setup reset."	01.11.01.01.32	VF_3348	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1186	Sys-RA-VF665_V43_VSM-1185	"IF the user performs ""RestoreDefaultSetting_Enable.Req"" request TLM shall only send ""TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq"" BH-CAN signal equal to ""Active"" to TBM"	01.11.01.01.32	VF_3349	VF655_V43_R3	RestoreDefaultSetting_Enable.Req | SERVICE_SETUP.RestoreDefaultSetting | TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq	3	2	ISOLATED (DR-VT2)
1188	Sys-RA-VF665_V43_VSM-1187	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Absent"" THEN TLM shall not manage ""TELEMATIC_SERVICE_SETUP.RestoreAppReq"" and ""SERVICE_SETUP.RestoreApp"" BH-CAN signals."	01.11.01.01.33	VF_3351	VF655_V43_R3	SERVICE_SETUP.RestoreApp | TELEMATIC_SERVICE_SETUP.RestoreAppReq	2	2	ISOLATED (DR-VT2)
1189	Sys-RA-VF665_V43_VSM-1188	"IF “CAN Node 35 (TBM)” PROXI parameter is equal to ""Present"" THEN TLM shall manage the Restore App feature and the user can perform the service setup reset."	01.11.01.01.33	VF_3352	VF655_V43_R3		0	0	ISOLATED (DR-VT2)
1190	Sys-RA-VF665_V43_VSM-1189	"IF the user performs ""RestoreApp_Enable.Req"" request TLM shall only send ""TELEMATIC_SERVICE_SETUP.RestoreAppReq"" BH-CAN signal equal to ""Active"" to TBM"	01.11.01.01.33	VF_3353	VF655_V43_R3	RestoreApp_Enable.Req | SERVICE_SETUP.RestoreApp | TELEMATIC_SERVICE_SETUP.RestoreAppReq	3	2	ISOLATED (DR-VT2)
1192	Sys-RA-VF665_V43_VSM-1191	"IF TLM sends a request of vehicle setup to IPC through ""TELEMATIC_VEHICLE_SETUP"" message THEN TLM has to wait for the ""Acnowledge"" through ""IPC_VEHICLE_SETUP.TelematicSetupACK"" from IPC to confirm the corrected reception and storage of the settings requested"	01.11.01.01.34	VF_593	VF655_V43_R3	IPC_VEHICLE_SETUP.TelematicSetupACK	1	1	ISOLATED (DR-VT2)
1193	Sys-RA-VF665_V43_VSM-1192	"IF TLM receives ""IPC_VEHICLE_SETUP.TelematicSetupACK""equal to ""No_ACK_Required"" value. THEN TLM has to ignore this signal"	01.11.01.01.34	VF_590	VF655_V43_R3	IPC_VEHICLE_SETUP.TelematicSetupACK	1	1	ISOLATED (DR-VT2)
1194	Sys-RA-VF665_V43_VSM-1193	"IF TLM receives ""IPC_VEHICLE_SETUP.TelematicSetupACK""equal to ""ACK_KO"" value. THEN TLM has to visualize a message related to the failure (see HMI document)."	01.11.01.01.34	VF_591	VF655_V43_R3	IPC_VEHICLE_SETUP.TelematicSetupACK	1	1	ISOLATED (DR-VT2)
