feature	n	family	key	hit_rows	query
time_management	4	HMI Settings List	Auto-On Comfort		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Doors On Key Off Power Delay		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Key Off Power Delay		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Rear Seat Screen Permissions		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Headlight Off Delay		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Fuel Consumption		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	3.3.1		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Display Brightness Nighttime		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Doors Off Key Off Power Delay		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Display Brightness Daytime		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Emergency Vehicle Detection Alerts		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Radio Off Delay		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Set Date (DD/MM/YY)		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Set Date (MM/DD/YY)		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Set Date (YY/MM/DD)		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Tire Jack Mode		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	7.3.1		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Virtual Wall		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	4	HMI Settings List	Windows with Key Fob		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；key 去 List Item 編號後之設定名，子字串比對
time_management	6	LID	CallAction		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
time_management	6	LID	EngineRPM		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
time_management	6	LID	Profile_Delete		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
time_management	6	LID	Profile_Request		母體=features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx（sha8 717d48d8）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
vehicle_setting	13	LID	CallAction		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
vehicle_setting	13	LID	EngineRPM		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
vehicle_setting	13	LID	Profile_Delete		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
vehicle_setting	13	LID	Profile_Request		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列；signal 名之裸字串比對（`$…$` 形亦被涵蓋）
vehicle_setting	10	DBC	[both] n=0		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_BHCAN2.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc 各查 (BO_,SG_) 存否
vehicle_setting	10	DBC	[only_forms_R1] n=0		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_BHCAN2.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc 各查 (BO_,SG_) 存否
vehicle_setting	10	DBC	[only_inputs_R4R5] n=1	IPC_VEHICLE_SETUP2.Power_Tailgate_Enable	母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_BHCAN2.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc 各查 (BO_,SG_) 存否
vehicle_setting	10	DBC	[neither] n=47	IPC_VEHICLE_SETUP.Auto_Fold_Mirr；IPC_VEHICLE_SETUP.DRLEnable；IPC_VEHICLE_SETUP.Easy_Exit_D；IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay；IPC_VEHICLE_SETUP.HP_Unit；IPC_VEHICLE_SETUP.HeadLightWipers；IPC_VEHICLE_SETUP.Hill_Start_Assist；IPC_VEHICLE_SETUP.Illuminated_Approach；IPC_VEHICLE_SETUP.New_Spd_Zone_Ind；IPC_VEHICLE_SETUP.PLGAlert；IPC_VEHICLE_SETUP.Paddle_Shifter；IPC_VEHICLE_SETUP.PwrLev；IPC_VEHICLE_SETUP.Rdy_To_Drive；IPC_VEHICLE_SETUP.Susp_Disp_Message；IPC_VEHICLE_SETUP.Susp_Flsh_Lght_Low；IPC_VEHICLE_SETUP.Susp_Sound_Hrn_Low；IPC_VEHICLE_SETUP.Susp_Tire_Jack；IPC_VEHICLE_SETUP.Tire_Fill_Alert；IPC_VEHICLE_SETUP.Torque_Unit；IPC_VEHICLE_SETUP.Traffic_Sign_Warn；IPC_VEHICLE_SETUP.Trail_Num；IPC_VEHICLE_SETUP.TyrePress_Unit；IPC_VEHICLE_SETUP2.AUX1_PWRMD；IPC_VEHICLE_SETUP2.AUX2_PWRMD；IPC_VEHICLE_SETUP2.AUX3_PWRMD	母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_BHCAN2.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc 各查 (BO_,SG_) 存否
vehicle_setting	11	DBC	[both] n=48	IPC_VEHICLE_SETUP.Auto_Fold_Mirr；IPC_VEHICLE_SETUP.DRLEnable；IPC_VEHICLE_SETUP.Easy_Exit_D；IPC_VEHICLE_SETUP.Eng_Off_Pwr_Delay；IPC_VEHICLE_SETUP.HP_Unit；IPC_VEHICLE_SETUP.HeadLightWipers；IPC_VEHICLE_SETUP.Hill_Start_Assist；IPC_VEHICLE_SETUP.Illuminated_Approach；IPC_VEHICLE_SETUP.New_Spd_Zone_Ind；IPC_VEHICLE_SETUP.PLGAlert；IPC_VEHICLE_SETUP.Paddle_Shifter；IPC_VEHICLE_SETUP.PwrLev；IPC_VEHICLE_SETUP.Rdy_To_Drive；IPC_VEHICLE_SETUP.Susp_Disp_Message；IPC_VEHICLE_SETUP.Susp_Flsh_Lght_Low；IPC_VEHICLE_SETUP.Susp_Sound_Hrn_Low；IPC_VEHICLE_SETUP.Susp_Tire_Jack；IPC_VEHICLE_SETUP.Tire_Fill_Alert；IPC_VEHICLE_SETUP.Torque_Unit；IPC_VEHICLE_SETUP.Traffic_Sign_Warn；IPC_VEHICLE_SETUP.Trail_Num；IPC_VEHICLE_SETUP.TyrePress_Unit；IPC_VEHICLE_SETUP2.AUX1_PWRMD；IPC_VEHICLE_SETUP2.AUX2_PWRMD；IPC_VEHICLE_SETUP2.AUX3_PWRMD	母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_FDCAN8.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R5_FDCAN8.dbc 各查 (BO_,SG_) 存否
vehicle_setting	11	DBC	[only_forms_R1] n=0		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_FDCAN8.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R5_FDCAN8.dbc 各查 (BO_,SG_) 存否
vehicle_setting	11	DBC	[only_inputs_R4R5] n=0		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_FDCAN8.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R5_FDCAN8.dbc 各查 (BO_,SG_) 存否
vehicle_setting	11	DBC	[neither] n=0		母體=features/vehicle_setting/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VF230_20260902.xlsx（sha8 aed08b4d）全分頁全列之 `\$MESSAGE\.Signal\$` token 去重；對 forms/PDT27_E2A_R1_FDCAN8.dbc 與 features/vehicle_setting/inputs/PDT27_E2A_R5_FDCAN8.dbc 各查 (BO_,SG_) 存否
comfort	3	Pop Up List	[對照向] 該簿引用之 PU id 總數 = 0／forms 版 1340		對照向（R-G50／R-G11）：以 forms 版之全部 key 對該簿逐 key 子字串比對，得分母。0 命中不可解讀為無影響：該簿根本不引用任何 PU id，本判準對它是盲的（R-G11）
user_profiles	8	Pop Up List	[對照向] 該簿引用之 PU id 總數 = 17／forms 版 1340		對照向（R-G50／R-G11）：以 forms 版之全部 key 對該簿逐 key 子字串比對，得分母。變動之 2 id 不在該 17 之內
time_management	4	HMI Settings List	[對照向] 該簿引用之設定名總數 = 9／forms 版 316		對照向（R-G50／R-G11）：以 forms 版之全部 key 對該簿逐 key 子字串比對，得分母。116 個變動 key 命中 0，惟該簿本就只引用 9 個設定名；分母極小，證據力弱
time_management	6	LID	[對照向] 該簿引用之 LID signal 總數 = 1／forms 版 2548		對照向（R-G50／R-G11）：以 forms 版之全部 key 對該簿逐 key 子字串比對，得分母。分母近乎為 0，本判準對該簿幾乎是盲的（R-G11）
vehicle_setting	13	LID	[對照向] 該簿引用之 LID signal 總數 = 18／forms 版 2548		對照向（R-G50／R-G11）：以 forms 版之全部 key 對該簿逐 key 子字串比對，得分母。變動之 4 signal 不在該 18 之內
