source	kind	target	line_sha8	line	reason
features/vehicle_setting/docs/upstream/19_writability_refined.md	section	§8.2	d4c2b152	3	historical-record
features/vehicle_setting/docs/upstream/19_writability_refined.md	section	§8.4	5518ecb3	179	historical-record
features/vehicle_setting/docs/upstream/20_stable_core.md	section	§8.2	f4e5f098	3	historical-record
features/vehicle_setting/docs/upstream/20_stable_core.md	section	§8.4	5518ecb3	205	historical-record
features/vehicle_setting/docs/upstream/21_proxi_hunt.md	section	§8.2	78eb15bc	3	historical-record
features/vehicle_setting/docs/upstream/21_proxi_hunt.md	section	§8.4	5518ecb3	175	historical-record
features/vehicle_setting/docs/upstream/22_vf664_hunt.md	section	§8.2	94eeffb5	3	historical-record
features/vehicle_setting/docs/upstream/22_vf664_hunt.md	section	§8.4	5518ecb3	170	historical-record
features/vehicle_setting/docs/upstream/23_dr15_exposure.md	section	§8.2	b262c91c	3	historical-record
features/vehicle_setting/docs/upstream/23_dr15_exposure.md	section	§8.4	5518ecb3	137	historical-record
features/vehicle_setting/docs/upstream/24_batch0809.md	section	§8.2	8f662142	3	historical-record
features/vehicle_setting/docs/upstream/24_batch0809.md	section	§8.4	5518ecb3	146	historical-record
features/vehicle_setting/docs/upstream/25_regrade.md	section	§8.2	f36b8259	3	historical-record
features/vehicle_setting/docs/upstream/25_regrade.md	section	§8.4	5518ecb3	161	historical-record
features/vehicle_setting/docs/upstream/26_uniqueness.md	section	§8.2	589fcc8c	3	historical-record
features/vehicle_setting/docs/upstream/26_uniqueness.md	section	§8.4	5518ecb3	144	historical-record
features/vehicle_setting/docs/upstream/27_proxi_and_pilot2.md	section	§8.2	209c689d	3	historical-record
features/vehicle_setting/docs/upstream/27_proxi_and_pilot2.md	section	§8.4	5518ecb3	173	historical-record
features/vehicle_setting/docs/upstream/28_cmd_tlm.md	section	§8.2	c8ddc1b9	4	historical-record
features/vehicle_setting/docs/upstream/28_cmd_tlm.md	section	§8.4	5518ecb3	88	historical-record
features/vehicle_setting/docs/upstream/29_arch_columns.md	section	§8.2	45e83d4b	4	historical-record
features/vehicle_setting/docs/upstream/29_arch_columns.md	section	§8.4	5518ecb3	83	historical-record
features/vehicle_setting/docs/upstream/30_swc_alignment.md	section	§8.2	c584c817	4	historical-record
features/vehicle_setting/docs/upstream/30_swc_alignment.md	section	§8.4	5518ecb3	83	historical-record
features/vehicle_setting/docs/upstream/31_record_and_batch13.md	section	§8.2	4031664d	3	historical-record
features/vehicle_setting/docs/upstream/31_record_and_batch13.md	section	§8.4	5518ecb3	110	historical-record
features/vehicle_setting/docs/upstream/32_alignment_and_gate.md	section	§8.2	b956d1e5	5	historical-record
features/vehicle_setting/docs/upstream/32_alignment_and_gate.md	section	§8.4	5518ecb3	124	historical-record
features/vehicle_setting/docs/upstream/33_priority_pool.md	section	§8.2	72e612cd	3	historical-record
features/vehicle_setting/docs/upstream/33_priority_pool.md	section	§8.4	5518ecb3	107	historical-record
features/vehicle_setting/docs/upstream/34_redundancy_and_batch15.md	section	§8.2	73a4d715	3	historical-record
features/vehicle_setting/docs/upstream/34_redundancy_and_batch15.md	section	§8.4	5518ecb3	112	historical-record
features/vehicle_setting/docs/upstream/35_delegation_reopen.md	section	§8.2	c0714472	3	historical-record
features/vehicle_setting/docs/upstream/35_delegation_reopen.md	section	§8.4	5518ecb3	128	historical-record
features/vehicle_setting/docs/upstream/35_delegation_reopen.md	section	§8.2	67078968	150	historical-record
features/vehicle_setting/docs/upstream/36_domain_and_anchor.md	section	§8.2	255252d7	3	historical-record
features/vehicle_setting/docs/upstream/36_domain_and_anchor.md	section	§8.4	5518ecb3	99	historical-record
features/vehicle_setting/docs/upstream/37_pilot_and_writeback.md	section	§8.2	ba407812	5	historical-record
features/vehicle_setting/docs/upstream/37_pilot_and_writeback.md	section	§8.4	5518ecb3	99	historical-record
features/vehicle_setting/docs/upstream/38_threshold_and_preamble.md	section	§8.2	bffb77e5	3	historical-record
features/vehicle_setting/docs/upstream/38_threshold_and_preamble.md	section	§8.4	5518ecb3	125	historical-record
features/vehicle_setting/docs/upstream/39_pilot_fix.md	section	§8.2	7ec5da49	5	historical-record
features/vehicle_setting/docs/upstream/39_pilot_fix.md	section	§8.4	5518ecb3	32	historical-record
features/vehicle_setting/docs/upstream/40_narrowing.md	section	§8.2	7b4894da	3	historical-record
features/vehicle_setting/docs/upstream/40_narrowing.md	section	§8.4	5518ecb3	27	historical-record
features/vehicle_setting/docs/upstream/41_writeback.md	section	§8.2	9023b79c	4	historical-record
features/vehicle_setting/docs/upstream/41_writeback.md	section	§8.4	5518ecb3	29	historical-record
features/vehicle_setting/docs/upstream/43_split_and_full.md	section	§8.2	4194ec29	3	historical-record
features/vehicle_setting/docs/upstream/43_split_and_full.md	section	§8.4	5518ecb3	27	historical-record
features/vehicle_setting/docs/upstream/44_type_probe.md	section	§8.2	37a85837	3	historical-record
features/vehicle_setting/docs/upstream/44_type_probe.md	section	§8.4	5518ecb3	26	historical-record
features/vehicle_setting/docs/upstream/45_probe_fix.md	section	§8.2	1fcc7eae	3	historical-record
features/vehicle_setting/docs/upstream/45_probe_fix.md	section	§8.4	5518ecb3	25	historical-record
features/vehicle_setting/docs/upstream/45_probe_fix.md	section	§7	81724394	165	historical-record
features/vehicle_setting/docs/upstream/46_scale_up.md	section	§8.2	2ceadbe6	3	historical-record
features/vehicle_setting/docs/upstream/46_scale_up.md	section	§8.4	5518ecb3	129	historical-record
features/vehicle_setting/docs/upstream/46_scale_up.md	section	§6	20f1446d	200	historical-record
features/vehicle_setting/docs/upstream/46_scale_up.md	section	§8.2	20f1446d	200	historical-record
features/vehicle_setting/docs/upstream/47_fullwrite2.md	section	§8.2	786492ac	3	historical-record
features/vehicle_setting/docs/upstream/47_fullwrite2.md	section	§8.4	5518ecb3	99	historical-record
features/vehicle_setting/docs/upstream/47_fullwrite2.md	section	§6	20f1446d	164	historical-record
features/vehicle_setting/docs/upstream/47_fullwrite2.md	section	§8.2	20f1446d	164	historical-record
features/vehicle_setting/docs/upstream/48_pilot_fix2.md	section	§8.2	6daaff25	3	historical-record
features/vehicle_setting/docs/upstream/48_pilot_fix2.md	section	§8.4	5518ecb3	150	historical-record
features/vehicle_setting/docs/upstream/48_pilot_fix2.md	section	§6	20f1446d	213	historical-record
features/vehicle_setting/docs/upstream/48_pilot_fix2.md	section	§8.2	20f1446d	213	historical-record
features/vehicle_setting/docs/upstream/49_delivery.md	section	§8.2	614e1c3a	4	historical-record
features/vehicle_setting/docs/upstream/49_delivery.md	section	§8.4	5518ecb3	148	historical-record
features/vehicle_setting/docs/upstream/49_delivery.md	section	§6	20f1446d	214	historical-record
features/vehicle_setting/docs/upstream/49_delivery.md	section	§8.2	20f1446d	214	historical-record
features/vehicle_setting/docs/upstream/50_final.md	section	§8.2	5cda1f23	3	historical-record
features/vehicle_setting/docs/upstream/50_final.md	section	§8.4	5518ecb3	106	historical-record
features/vehicle_setting/docs/upstream/50_final.md	section	§6	20f1446d	171	historical-record
features/vehicle_setting/docs/upstream/50_final.md	section	§8.2	20f1446d	171	historical-record
features/vehicle_setting/docs/upstream/51_baseline.md	section	§8.2	bf043542	3	historical-record
features/vehicle_setting/docs/upstream/51_baseline.md	section	§8.4	5518ecb3	152	historical-record
features/vehicle_setting/docs/upstream/51_baseline.md	section	§6	20f1446d	215	historical-record
features/vehicle_setting/docs/upstream/51_baseline.md	section	§8.2	20f1446d	215	historical-record
features/vehicle_setting/docs/upstream/52_full_l3.md	section	§8.2	3c76fbd3	3	historical-record
features/vehicle_setting/docs/upstream/52_full_l3.md	section	§8.4	5518ecb3	140	historical-record
features/vehicle_setting/docs/upstream/52_full_l3.md	section	§6	20f1446d	206	historical-record
features/vehicle_setting/docs/upstream/52_full_l3.md	section	§8.2	20f1446d	206	historical-record
features/vehicle_setting/docs/upstream/53_inplace_audit.md	section	§8.2	336a4cb2	3	historical-record
features/vehicle_setting/docs/upstream/53_inplace_audit.md	section	§8.4	5518ecb3	149	historical-record
features/vehicle_setting/docs/upstream/53_inplace_audit.md	section	§6	20f1446d	220	historical-record
features/vehicle_setting/docs/upstream/53_inplace_audit.md	section	§8.2	20f1446d	220	historical-record
features/vehicle_setting/docs/upstream/V01_vf230_intake.md	section	§8.2	c2ede4fb	3	historical-record
features/vehicle_setting/docs/upstream/V02_vf230_recon.md	section	§8.2	fc140b09	3	historical-record
features/vehicle_setting/docs/upstream/V06_scope_close.md	section	§8.2	7f747dbc	3	historical-record
features/vehicle_setting/docs/upstream/V07_review_v06.md	section	§8.2	a2ed214a	4	historical-record
features/vehicle_setting/docs/upstream/V08_review_v07.md	section	§8.2	42c4f589	4	historical-record
features/vehicle_setting/docs/upstream/V09_feature_identity.md	section	§8.2	a2ed214a	4	historical-record
features/vehicle_setting/docs/upstream/V10_four_rulings.md	section	§8.2	86788188	4	historical-record
features/vehicle_setting/docs/upstream/V12_layer2_final.md	section	§8.2	1005c2d5	4	historical-record
features/vehicle_setting/docs/upstream/V14_layer2_enumerate.md	section	§8.2	e2f71da6	4	historical-record
features/vehicle_setting/docs/upstream/V15_layer2_approved.md	section	§8.2	dfcde8ec	3	historical-record
features/vehicle_setting/docs/upstream/V16_p3_done_p4_prep.md	section	§8.2	5ecd8a88	3	historical-record
features/vehicle_setting/docs/upstream/V17_delegation_gate.md	section	§8.2	088bcc92	3	historical-record
features/vehicle_setting/docs/upstream/V17_delegation_gate.md	section	§8.7	b580f648	113	historical-record
features/vehicle_setting/docs/upstream/V18_delegation_scope.md	section	§8.2	a092d422	3	historical-record
features/vehicle_setting/docs/upstream/V19_pilot_start.md	section	§8.2	58141026	3	historical-record
features/vehicle_setting/docs/upstream/V23_unblock.md	section	§8.2	38b8d6bc	3	historical-record
features/vehicle_setting/docs/upstream/V24_pilot1v3.md	section	§8.2	2edc3c13	3	historical-record
features/vehicle_setting/docs/upstream/V24_pilot1v3.md	section	§8.4	5518ecb3	148	historical-record
features/vehicle_setting/docs/upstream/V24_pilot1v3.md	section	§6	20f1446d	212	historical-record
features/vehicle_setting/docs/upstream/V24_pilot1v3.md	section	§8.2	20f1446d	212	historical-record
features/vehicle_setting/docs/upstream/V25_pilot1v4.md	section	§8.2	9efb6c74	4	historical-record
features/vehicle_setting/feature.yaml	section	§3	dacb17de	51	active-backlog
features/vehicle_setting/feature.yaml	section	§2	c1491d44	87	active-backlog
features/vehicle_setting/scripts/grade_overrides.py	section	§8.7	199e5859	163	active-backlog
features/vehicle_setting/scripts/selfcheck_w53.py	section	§9	0ebea7dc	1	active-backlog
features/vehicle_setting/scripts/split_audit_w145.py	section	§8.3	e27a4437	3	active-backlog
scripts/expected_numbers.py	item	§8.5-2	da0c3b34	9	active-backlog
scripts/intake.py	section	§3	29d25e22	22	active-backlog
scripts/new_feature.py	section	§3	d993103a	59	active-backlog
scripts/recon.py	section	§2	5f97d854	943	active-backlog
scripts/rulings_hash.py	section	§9	d5df2a0a	48	active-backlog
