# R-G22′ 遷移對照（下放包 57 T69a）：既有引用之 sha8 為舊式（含成因段），改制後 R-G13 之比對一律用 body_sha8。`same=Y` 者其引用不受影響。
ruling_id	old_sha8	new_body_sha8	same	body_kind	source
R-PMH145	0e2ce896	8bedbc8f	N	fenced	features/power_moding/RULINGS.md
R-PMH146	ec9ef18c	31f384d9	N	fenced	features/power_moding/RULINGS.md
R-PMH147	f53ea301	33e0aff2	N	fenced	features/power_moding/RULINGS.md
R-PMH148	6aec735a	1b41e0a8	N	fenced	features/power_moding/RULINGS.md
R-PMH149	738d596b	dc6ab502	N	fenced	features/power_moding/RULINGS.md
R-PMH150	b3484b9c	db91a8b6	N	fenced	features/power_moding/RULINGS.md
R-PMH151	7bc87c77	7b709c7d	N	fenced	features/power_moding/RULINGS.md
R-PMH152	17336471	90392f29	N	fenced	features/power_moding/RULINGS.md
R-PMH153	b9293f04	20f1747d	N	fenced	features/power_moding/RULINGS.md
R-TM1	811ff60c	6be7bd00	N	fenced	features/time_management/RULINGS.md
R-TM2	bdf01e7e	bc35e138	N	fenced	features/time_management/RULINGS.md
R-TM3	0074ce96	c193e18b	N	fenced	features/time_management/RULINGS.md
R-TM4	3c312f00	90dddf9f	N	fenced	features/time_management/RULINGS.md
R-TM5	28276d49	720d04af	N	fenced	features/time_management/RULINGS.md
R-TM6	5f7639dc	f5071ac5	N	fenced	features/time_management/RULINGS.md
R-TM7	4e7d6003	e8265b57	N	fenced	features/time_management/RULINGS.md
R-TM8	fc2432af	32a6b3f8	N	fenced	features/time_management/RULINGS.md
R-TM9	14d3d4f9	2ad189b3	N	fenced	features/time_management/RULINGS.md
R-TM9	b16d7bde	a3eb69a5	N	fenced	features/time_management/RULINGS.md
R-TM10	82d2334a	c0bfc531	N	fenced	features/time_management/RULINGS.md
R-TM10	e139fcf1	647bec20	N	fenced	features/time_management/RULINGS.md
R-TM9	54c12889	54c12889	Y	section	features/time_management/RULINGS.md
R-TM11	bdabd953	bdabd953	Y	section	features/time_management/RULINGS.md
R-TM12	831cfd67	831cfd67	Y	section	features/time_management/RULINGS.md
R-TM13	19d17718	19d17718	Y	section	features/time_management/RULINGS.md
R-TM14	336073b1	336073b1	Y	section	features/time_management/RULINGS.md
R-TM15	d9662e28	d9662e28	Y	section	features/time_management/RULINGS.md
R-TM17	d4e94bec	1de6de13	N	fenced	features/time_management/RULINGS.md
R-TM18	1784eb29	55d8a4b1	N	fenced	features/time_management/RULINGS.md
R-TM19	2566495a	7e51c580	N	fenced	features/time_management/RULINGS.md
R-TM16	cfcd7b89	95f90b06	N	fenced	features/time_management/RULINGS.md
R-TM20	27c23c23	40446559	N	fenced	features/time_management/RULINGS.md
R-TM21	da2c519e	4e977069	N	fenced	features/time_management/RULINGS.md
R-TM22	1d6c0969	454ae03f	N	fenced	features/time_management/RULINGS.md
R-TM23	3c976375	d0742746	N	fenced	features/time_management/RULINGS.md
R-TM24	70c6650b	d81f345f	N	fenced	features/time_management/RULINGS.md
R-TM25	8b88a8e6	309f3a5e	N	fenced	features/time_management/RULINGS.md
R-TM26	88e375cc	d950cfcb	N	fenced	features/time_management/RULINGS.md
R-TM27	24eeb20a	4c71162f	N	fenced	features/time_management/RULINGS.md
R-TM28	cab44bd0	72cffa01	N	fenced	features/time_management/RULINGS.md
R-TM29	7eba98ea	c93e8964	N	fenced	features/time_management/RULINGS.md
R-TM30	202c5ccd	20176a84	N	fenced	features/time_management/RULINGS.md
R-TM31	a8b751c8	aa554fec	N	fenced	features/time_management/RULINGS.md
R-TM32	310ad694	5bc6117f	N	fenced	features/time_management/RULINGS.md
R-TM33	88b6863a	586f7ec8	N	fenced	features/time_management/RULINGS.md
R-TM34	59fa9ca4	421708cf	N	fenced	features/time_management/RULINGS.md
R-TM35	1a45a504	adcf0183	N	fenced	features/time_management/RULINGS.md
R-TM36	49cdf1b4	38b413c7	N	fenced	features/time_management/RULINGS.md
R-TM37	a8f738cd	d0ead7b9	N	fenced	features/time_management/RULINGS.md
R-TM38	e326d17d	5e8ad621	N	fenced	features/time_management/RULINGS.md
R-TM39	b5e02432	27eb7ee5	N	fenced	features/time_management/RULINGS.md
R-TM40	ce38b35c	f103a872	N	fenced	features/time_management/RULINGS.md
R-TM40	f2c23203	f2c23203	Y	section	features/time_management/RULINGS.md
R-TM41	3fcb8240	2d13db00	N	fenced	features/time_management/RULINGS.md
R-TM42	8056286f	f9069d72	N	fenced	features/time_management/RULINGS.md
R-TM43	89cae5e8	1b0a56f7	N	fenced	features/time_management/RULINGS.md
R-TM44	d49d64f4	30bdcb10	N	fenced	features/time_management/RULINGS.md
R-TM45	3cb69c5f	730ce1fe	N	fenced	features/time_management/RULINGS.md
R-TM46	a20e5b09	cc49d11d	N	fenced	features/time_management/RULINGS.md
R-TM47	ac633180	4769bb92	N	fenced	features/time_management/RULINGS.md
R-TM41	23815142	ea209556	N	fenced	features/time_management/RULINGS.md
R-TM48	6c332201	0a131d93	N	fenced	features/time_management/RULINGS.md
R-TM49	14e4d36e	f6c7f919	N	fenced	features/time_management/RULINGS.md
R-TM50	a0a28d30	c64be6d0	N	fenced	features/time_management/RULINGS.md
R-TM51	32697c91	47b9a473	N	fenced	features/time_management/RULINGS.md
R-TM52	988ab4ba	7470e38e	N	fenced	features/time_management/RULINGS.md
R-TM53	250cd879	ae4add07	N	fenced	features/time_management/RULINGS.md
R-TM54	3751da49	844a0a37	N	fenced	features/time_management/RULINGS.md
R-TM55	0d0694a6	a92a9a73	N	fenced	features/time_management/RULINGS.md
R-TM56	8a568ea7	7a938088	N	fenced	features/time_management/RULINGS.md
R-TM57	243ddc25	0b7f57d2	N	fenced	features/time_management/RULINGS.md
R-TM58	c074eb13	43bf7b9b	N	fenced	features/time_management/RULINGS.md
R-TM59	201ddef4	d153dc16	N	fenced	features/time_management/RULINGS.md
R-TM60	a5310ec2	c066f3ec	N	fenced	features/time_management/RULINGS.md
R-TM61	58fee458	f9059628	N	fenced	features/time_management/RULINGS.md
R-TM64	d8b8eac0	876cbd6d	N	fenced	features/time_management/RULINGS.md
R-TM65	dbc6b546	9752cb04	N	fenced	features/time_management/RULINGS.md
R-TM66	1cca94f5	c45e3c4f	N	fenced	features/time_management/RULINGS.md
R-TM67	8baae336	7f06a5cd	N	fenced	features/time_management/RULINGS.md
R-TM68	6d9bc58d	46cfce99	N	fenced	features/time_management/RULINGS.md
R-TM69	c616ed65	f950a83d	N	fenced	features/time_management/RULINGS.md
R-TM70	bdd05c84	aa3dce4a	N	fenced	features/time_management/RULINGS.md
R-TM71	cf72786c	de753790	N	fenced	features/time_management/RULINGS.md
R-TM72	8149a2d6	5904c1ab	N	fenced	features/time_management/RULINGS.md
R-TM73	617bd572	f73ca213	N	fenced	features/time_management/RULINGS.md
R-TM74	de8d870b	db542631	N	fenced	features/time_management/RULINGS.md
R-TM75	c39cd7e0	60b90951	N	fenced	features/time_management/RULINGS.md
R-TM76	5f7a7e75	84f5c0d2	N	fenced	features/time_management/RULINGS.md
R-TM77	64e29227	9bee9c68	N	fenced	features/time_management/RULINGS.md
R-TM78	d2bd45de	8ed0423a	N	fenced	features/time_management/RULINGS.md
R-TM79	ffa597a3	8d111341	N	fenced	features/time_management/RULINGS.md
R-TM80	2fe9c045	1138e15b	N	fenced	features/time_management/RULINGS.md
R-TM81	5ec8760b	82281a87	N	fenced	features/time_management/RULINGS.md
R-TM82	3f983436	f81f4d06	N	fenced	features/time_management/RULINGS.md
R-TM84	78dbbdfe	361243b0	N	fenced	features/time_management/RULINGS.md
R-TM85	fa8522a4	e5e268b6	N	fenced	features/time_management/RULINGS.md
R-TM86	5827259a	5db5add6	N	fenced	features/time_management/RULINGS.md
R-G4	2b2d6356	116b2309	N	fenced	features/user_profiles/RULINGS.md
R-G7	96960cdd	c23fd7a4	N	fenced	features/user_profiles/RULINGS.md
R-U8	d68ee245	d68ee245	Y	section	features/user_profiles/RULINGS.md
R-VS6+解釋	87ae1e8f	40074ed6	N	fenced	features/vehicle_setting/RULINGS.md
R-VS9(1)′	6c0f0347	6b48b123	N	fenced	features/vehicle_setting/RULINGS.md
R-VS25	b0266026	7f9cb522	N	fenced	features/vehicle_setting/RULINGS.md
R-VS18	502e91d0	4b1e3820	N	fenced	features/vehicle_setting/RULINGS.md
R-VS19	f9d2eb0e	eb305172	N	fenced	features/vehicle_setting/RULINGS.md
R-VS20	75c08659	37754025	N	fenced	features/vehicle_setting/RULINGS.md
R-VS21	b8757441	bbe31e15	N	fenced	features/vehicle_setting/RULINGS.md
R-VS23	c5ca0f97	3ab6d1ae	N	fenced	features/vehicle_setting/RULINGS.md
R-VS24	ccae38e1	85b8672b	N	fenced	features/vehicle_setting/RULINGS.md
R-VS26	a7ca0d27	5460d3fe	N	fenced	features/vehicle_setting/RULINGS.md
R-VS27	83721424	35d14af0	N	fenced	features/vehicle_setting/RULINGS.md
R-VS28	3a96ddb7	e09dd9b9	N	fenced	features/vehicle_setting/RULINGS.md
R-VS29	ec1de39e	3a7076dd	N	fenced	features/vehicle_setting/RULINGS.md
R-VS32	c50b9b5b	43d386e1	N	fenced	features/vehicle_setting/RULINGS.md
R-VS34	fb18ed41	47240178	N	fenced	features/vehicle_setting/RULINGS.md
R-VS33′	a45b964e	29ddad0d	N	fenced	features/vehicle_setting/RULINGS.md
R-VS30	7aa23677	06be30c8	N	fenced	features/vehicle_setting/RULINGS.md
R-VS31	1c30fab4	735b39a8	N	fenced	features/vehicle_setting/RULINGS.md
R-VS35	b9fa5268	840a57b3	N	fenced	features/vehicle_setting/RULINGS.md
R-VS36	2388813c	2388813c	Y	section	features/vehicle_setting/RULINGS.md
R-VS37	3ccd425f	3ccd425f	Y	section	features/vehicle_setting/RULINGS.md
R-VS37′	9fb44a48	9fb44a48	Y	section	features/vehicle_setting/RULINGS.md
R-VS38	238c968a	238c968a	Y	section	features/vehicle_setting/RULINGS.md
R-VS39	d66fb38e	d66fb38e	Y	section	features/vehicle_setting/RULINGS.md
R-VS19′	487f8e10	487f8e10	Y	section	features/vehicle_setting/RULINGS.md
R-VS7(a)′	31bff057	31bff057	Y	section	features/vehicle_setting/RULINGS.md
R-VS19″	d1c7df04	d1c7df04	Y	section	features/vehicle_setting/RULINGS.md
R-VS40	14c4341f	14c4341f	Y	section	features/vehicle_setting/RULINGS.md
R-VS41	94b19430	94b19430	Y	section	features/vehicle_setting/RULINGS.md
R-VS42	94211023	94211023	Y	section	features/vehicle_setting/RULINGS.md
R-VS43	2b9ae897	2b9ae897	Y	section	features/vehicle_setting/RULINGS.md
R-VS44	076b791c	076b791c	Y	section	features/vehicle_setting/RULINGS.md
R-VS45	650e2f03	650e2f03	Y	section	features/vehicle_setting/RULINGS.md
R-VS44′	8bc26bce	8bc26bce	Y	section	features/vehicle_setting/RULINGS.md
R-VS46	2712e131	2712e131	Y	section	features/vehicle_setting/RULINGS.md
R-VS47	8151b4de	8151b4de	Y	section	features/vehicle_setting/RULINGS.md
R-VS48	72fad62e	72fad62e	Y	section	features/vehicle_setting/RULINGS.md
R-VS48′	9a791357	9a791357	Y	section	features/vehicle_setting/RULINGS.md
R-VS49	6b42d425	6b42d425	Y	section	features/vehicle_setting/RULINGS.md
R-VS50	87d132ec	87d132ec	Y	section	features/vehicle_setting/RULINGS.md
R-VS51	69aa225b	fa9fecdb	N	fenced	features/vehicle_setting/RULINGS.md
R-VS52	0f582c42	fde799c1	N	fenced	features/vehicle_setting/RULINGS.md
R-VS53	db6c9be5	b456d9db	N	fenced	features/vehicle_setting/RULINGS.md
R-VS54	9277f8c8	77b9b1e5	N	fenced	features/vehicle_setting/RULINGS.md
R-VS55	9569651d	fe548b74	N	fenced	features/vehicle_setting/RULINGS.md
R-VS44(4)	7f56984b	c9bfa06f	N	fenced	features/vehicle_setting/RULINGS.md
R-VS56	fdaffa1f	00115dc5	N	fenced	features/vehicle_setting/RULINGS.md
R-VS57	9af7987d	04e350f5	N	fenced	features/vehicle_setting/RULINGS.md
R-VS58	4d5140e5	e0fab1f3	N	fenced	features/vehicle_setting/RULINGS.md
R-VS50′	64da07d8	5944a42b	N	fenced	features/vehicle_setting/RULINGS.md
R-VS57(4)	a5329b01	4d2cd2b2	N	fenced	features/vehicle_setting/RULINGS.md
R-VF83	beba78c6	0584f0a9	N	fenced	features/vehicle_setting/RULINGS.md
R-VF84	c74e2367	472037d6	N	fenced	features/vehicle_setting/RULINGS.md
R-VF85	313ad7fc	28057991	N	fenced	features/vehicle_setting/RULINGS.md
R-VF86	99a1839d	4ef2f623	N	fenced	features/vehicle_setting/RULINGS.md
R-VF87	087765c2	f30885c5	N	fenced	features/vehicle_setting/RULINGS.md
R-VS59	16c7bc12	4a1e6233	N	fenced	features/vehicle_setting/RULINGS.md
R-VS60	c3519934	9ddad8f9	N	fenced	features/vehicle_setting/RULINGS.md
R-VS61	e85f50c4	ce911771	N	fenced	features/vehicle_setting/RULINGS.md
R-VS62	53175f25	125d6178	N	fenced	features/vehicle_setting/RULINGS.md
R-VF88	b73021b9	bbafc134	N	fenced	features/vehicle_setting/RULINGS.md
R-VF89	ce0382a2	5c0f36db	N	fenced	features/vehicle_setting/RULINGS.md
R-VF90	a43f69b2	2e7791cd	N	fenced	features/vehicle_setting/RULINGS.md
R-VS63	00e9cece	68d2ae74	N	fenced	features/vehicle_setting/RULINGS.md
R-VF14	03e7d2c1	47126ee2	N	fenced	features/vehicle_setting/RULINGS.md
R-VF15	b279a30e	a54aeb1b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF16	c0b220cf	d441b4da	N	fenced	features/vehicle_setting/RULINGS.md
R-VS62′	b985b693	87c6947c	N	fenced	features/vehicle_setting/RULINGS.md
R-VS55(2)	76625148	7a5551eb	N	fenced	features/vehicle_setting/RULINGS.md
R-VF17	a3db2f46	c4ea6e5f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF18	0512f0d1	16890a54	N	fenced	features/vehicle_setting/RULINGS.md
R-VF19	1a7ee030	168aaabf	N	fenced	features/vehicle_setting/RULINGS.md
R-VS64	a50ac65f	d8aa6a7e	N	fenced	features/vehicle_setting/RULINGS.md
R-VF10	518224a5	8368e265	N	fenced	features/vehicle_setting/RULINGS.md
R-VF11	7544ba99	38223111	N	fenced	features/vehicle_setting/RULINGS.md
R-VF12	8deed7fc	6d7d1ef4	N	fenced	features/vehicle_setting/RULINGS.md
R-VF13	3d09422c	0e76869c	N	fenced	features/vehicle_setting/RULINGS.md
R-VF20	cc86de5f	1b9d7ae5	N	fenced	features/vehicle_setting/RULINGS.md
R-VF21	d0fa5fe2	5b06b6f6	N	fenced	features/vehicle_setting/RULINGS.md
R-VF22	da9b732e	308c8c01	N	fenced	features/vehicle_setting/RULINGS.md
R-VF23	dd9eca4a	dddd169d	N	fenced	features/vehicle_setting/RULINGS.md
R-VS65	976ec8cf	39353518	N	fenced	features/vehicle_setting/RULINGS.md
R-VS66	7da4429a	4fd5277e	N	fenced	features/vehicle_setting/RULINGS.md
R-VS67	858768bb	0eb3083d	N	fenced	features/vehicle_setting/RULINGS.md
R-VS68	95d5a550	15a61fe5	N	fenced	features/vehicle_setting/RULINGS.md
R-VF24	e9f920af	1ffcf534	N	fenced	features/vehicle_setting/RULINGS.md
R-VF25	83c1be2a	1e2dbbf5	N	fenced	features/vehicle_setting/RULINGS.md
R-VF26	a62cd4d8	4cf6ff1b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF27	38b759f8	8c12ca7d	N	fenced	features/vehicle_setting/RULINGS.md
R-VF28	309642af	e76ee0a5	N	fenced	features/vehicle_setting/RULINGS.md
R-VF29	bbc458e4	b502d34d	N	fenced	features/vehicle_setting/RULINGS.md
R-VF30	696b1159	a60d8c9e	N	fenced	features/vehicle_setting/RULINGS.md
R-VF31	34dc265e	fd6e599f	N	fenced	features/vehicle_setting/RULINGS.md
R-VS67′	738261b7	5d914ded	N	fenced	features/vehicle_setting/RULINGS.md
R-VF32	01723c61	3320d62f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF33	1ff76e47	3e424031	N	fenced	features/vehicle_setting/RULINGS.md
R-VF34	164c51cf	6dc68253	N	fenced	features/vehicle_setting/RULINGS.md
R-VF35	37113d4e	205b60c1	N	fenced	features/vehicle_setting/RULINGS.md
R-VF36	9aa6dc07	17706ab5	N	fenced	features/vehicle_setting/RULINGS.md
R-VF37	454e51d9	49a56905	N	fenced	features/vehicle_setting/RULINGS.md
R-VF38	1ae61847	0a9fc839	N	fenced	features/vehicle_setting/RULINGS.md
R-VF39	fec75e8f	2d9af7c0	N	fenced	features/vehicle_setting/RULINGS.md
R-VS68′	873404c8	ee1a71f8	N	fenced	features/vehicle_setting/RULINGS.md
R-VS69	ac256302	bee4f03e	N	fenced	features/vehicle_setting/RULINGS.md
R-VS35+補充	413c8335	391add08	N	fenced	features/vehicle_setting/RULINGS.md
R-VF40	11023af4	dbb695cd	N	fenced	features/vehicle_setting/RULINGS.md
R-VF41	d5d234d0	25f73270	N	fenced	features/vehicle_setting/RULINGS.md
R-VF42	d2032926	686f0ab3	N	fenced	features/vehicle_setting/RULINGS.md
R-VF43	852cb453	0ef8557e	N	fenced	features/vehicle_setting/RULINGS.md
R-VS71	6a6a963b	20084573	N	fenced	features/vehicle_setting/RULINGS.md
R-VS72	1e714c9f	da3fed5d	N	fenced	features/vehicle_setting/RULINGS.md
R-VF9	0e6d281e	8f0878dc	N	fenced	features/vehicle_setting/RULINGS.md
R-VF44	0d67be8d	766b90d4	N	fenced	features/vehicle_setting/RULINGS.md
R-VF45	bea4bbb8	42037356	N	fenced	features/vehicle_setting/RULINGS.md
R-VF46	a10a3524	b001cbe4	N	fenced	features/vehicle_setting/RULINGS.md
R-VF47	7c00036e	85492b3b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF42+但書	5ad44cb0	68aef2f9	N	fenced	features/vehicle_setting/RULINGS.md
R-VF48	bf96c5c0	27d27602	N	fenced	features/vehicle_setting/RULINGS.md
R-VF49	6fed037e	b6cb0711	N	fenced	features/vehicle_setting/RULINGS.md
R-VS73	e21204f9	5995fee3	N	fenced	features/vehicle_setting/RULINGS.md
R-VS74	a9dfb159	8bbfae13	N	fenced	features/vehicle_setting/RULINGS.md
R-VS75	8907b377	b2022892	N	fenced	features/vehicle_setting/RULINGS.md
R-VS76	fb490ab7	3364dbac	N	fenced	features/vehicle_setting/RULINGS.md
R-VF50	672ba27e	a77e8aac	N	fenced	features/vehicle_setting/RULINGS.md
R-VF51	cb168eff	4f78ecd1	N	fenced	features/vehicle_setting/RULINGS.md
R-VF52	ca97f2d1	5b9a4ccd	N	fenced	features/vehicle_setting/RULINGS.md
R-VF53	826e5452	b37c4186	N	fenced	features/vehicle_setting/RULINGS.md
R-VF54	7f84a907	5c086179	N	fenced	features/vehicle_setting/RULINGS.md
R-VF55	3da5109f	226c6339	N	fenced	features/vehicle_setting/RULINGS.md
R-VS77	c5fa6279	e3d7983b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF56	743e9dee	c742d484	N	fenced	features/vehicle_setting/RULINGS.md
R-VF57	01128550	45ac62de	N	fenced	features/vehicle_setting/RULINGS.md
R-VF58	d0dcb69d	3e4a4431	N	fenced	features/vehicle_setting/RULINGS.md
R-VS78	ae892691	6239b4ca	N	fenced	features/vehicle_setting/RULINGS.md
R-VS79	5b1db14c	c35035f4	N	fenced	features/vehicle_setting/RULINGS.md
R-VF59	40195628	cc87f0f1	N	fenced	features/vehicle_setting/RULINGS.md
R-VF60	7af65e3e	b46c9656	N	fenced	features/vehicle_setting/RULINGS.md
R-VF61	e4c8f7f9	0de75ed3	N	fenced	features/vehicle_setting/RULINGS.md
R-VF62	0e38a155	058b1353	N	fenced	features/vehicle_setting/RULINGS.md
R-VF63	f5185f6f	6d8c39e2	N	fenced	features/vehicle_setting/RULINGS.md
R-VF64	7f602099	432ef532	N	fenced	features/vehicle_setting/RULINGS.md
R-VF65	b1662002	fd43f5eb	N	fenced	features/vehicle_setting/RULINGS.md
R-VF66	d0179e16	5d4b4513	N	fenced	features/vehicle_setting/RULINGS.md
R-VF67	3279fa50	9a86ef9b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF68	bc2a9192	766eff64	N	fenced	features/vehicle_setting/RULINGS.md
R-VF69	a45d91c3	ba6e4fb1	N	fenced	features/vehicle_setting/RULINGS.md
R-VF70	101f3234	9eb7ee6d	N	fenced	features/vehicle_setting/RULINGS.md
R-VF71	4e15ab36	d230550b	N	fenced	features/vehicle_setting/RULINGS.md
R-VS80	dad584c1	b0dac0d2	N	fenced	features/vehicle_setting/RULINGS.md
R-VS79+修訂	2267c608	369cef50	N	fenced	features/vehicle_setting/RULINGS.md
R-VF70	7dabaa5d	f694a274	N	fenced	features/vehicle_setting/RULINGS.md
R-VF72	dcfaad11	b637ee6f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF73	1517d41d	ff9a0f7a	N	fenced	features/vehicle_setting/RULINGS.md
R-VS80′	cfc8529d	1e042a28	N	fenced	features/vehicle_setting/RULINGS.md
R-VS81	22496f13	e2d3e83c	N	fenced	features/vehicle_setting/RULINGS.md
R-VF74	1264b131	0c3e814e	N	fenced	features/vehicle_setting/RULINGS.md
R-VF75	0b374018	9ab5e14d	N	fenced	features/vehicle_setting/RULINGS.md
R-VF76	3c3328b7	ebfba7ce	N	fenced	features/vehicle_setting/RULINGS.md
R-VF77	e7cd6c06	30810c43	N	fenced	features/vehicle_setting/RULINGS.md
R-VF78	f17ca3da	d47f6478	N	fenced	features/vehicle_setting/RULINGS.md
R-VF79	a96829ba	de2ed96a	N	fenced	features/vehicle_setting/RULINGS.md
R-VF80	40420189	95f36a94	N	fenced	features/vehicle_setting/RULINGS.md
R-VF81	3856266f	dd0fcfa3	N	fenced	features/vehicle_setting/RULINGS.md
R-VF82	38752426	347e1df2	N	fenced	features/vehicle_setting/RULINGS.md
R-VF91	18cd9470	d6134169	N	fenced	features/vehicle_setting/RULINGS.md
R-VF92	6bd13e36	d7b12f6b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF93	5436f4bd	ea06ed44	N	fenced	features/vehicle_setting/RULINGS.md
R-VF94	8add94d0	d7fd4879	N	fenced	features/vehicle_setting/RULINGS.md
R-VF96	a9a84fe8	64c412fb	N	fenced	features/vehicle_setting/RULINGS.md
R-VF97	d9f44e3e	1c50d9ef	N	fenced	features/vehicle_setting/RULINGS.md
R-VF98	3a5f2be8	7d7a46a8	N	fenced	features/vehicle_setting/RULINGS.md
R-VF100	5e7dba48	48aaba03	N	fenced	features/vehicle_setting/RULINGS.md
R-VF101	a9a777a8	89e22d41	N	fenced	features/vehicle_setting/RULINGS.md
R-VF102	c4f4f3ea	c8c9c13a	N	fenced	features/vehicle_setting/RULINGS.md
R-VF103	464396cd	2194fa3f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF104	699a4db0	8a4fcced	N	fenced	features/vehicle_setting/RULINGS.md
R-VF105	fd481f7b	c5660a62	N	fenced	features/vehicle_setting/RULINGS.md
R-VF106	545031bc	e131093e	N	fenced	features/vehicle_setting/RULINGS.md
R-VF107	deda79da	73e3f52f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF108	365a0a65	b4b37936	N	fenced	features/vehicle_setting/RULINGS.md
R-VF109	9c1a23ef	e3ca6ef5	N	fenced	features/vehicle_setting/RULINGS.md
R-VF110	30209fe3	8efaf0ca	N	fenced	features/vehicle_setting/RULINGS.md
R-VF111	750b9fbd	0f29cbdf	N	fenced	features/vehicle_setting/RULINGS.md
R-VF112	6104b2f4	0c180796	N	fenced	features/vehicle_setting/RULINGS.md
R-VF113	67ef2e65	93bb9644	N	fenced	features/vehicle_setting/RULINGS.md
R-VF114	8bd77e49	ed952bb3	N	fenced	features/vehicle_setting/RULINGS.md
R-VF115	b8b47a93	3d167ef6	N	fenced	features/vehicle_setting/RULINGS.md
R-VF116	b7e71940	e0099738	N	fenced	features/vehicle_setting/RULINGS.md
R-VF117	26653b53	a51ee328	N	fenced	features/vehicle_setting/RULINGS.md
R-VF118	48a572dd	3a172c1b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF119	446ade94	56d17d8b	N	fenced	features/vehicle_setting/RULINGS.md
R-VF120	b10e964c	2475661f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF121	2ff66e54	9823b26f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF122	18b75e43	6a081b5c	N	fenced	features/vehicle_setting/RULINGS.md
R-VF123	25165e97	4bf98c3f	N	fenced	features/vehicle_setting/RULINGS.md
R-VF124	43047d0b	bcb8e585	N	fenced	features/vehicle_setting/RULINGS.md
R-VF125	a17366cd	08bb9c17	N	fenced	features/vehicle_setting/RULINGS.md
R-VF126	808dd72b	fb83017e	N	fenced	features/vehicle_setting/RULINGS.md
R-VF127	fce008f4	21cf65fd	N	fenced	features/vehicle_setting/RULINGS.md
R-VF128	78bb5a5a	c6d89fdd	N	fenced	features/vehicle_setting/RULINGS.md
R-VF129	b05f6f08	bb30f029	N	fenced	features/vehicle_setting/RULINGS.md
R-VF130	a152d37b	6b34e68a	N	fenced	features/vehicle_setting/RULINGS.md
R-VF131	2dbc4748	e0f58a1c	N	fenced	features/vehicle_setting/RULINGS.md
R-VF132	b05d4582	76ed31c6	N	fenced	features/vehicle_setting/RULINGS.md
R-VF133	f853cbd1	b81b4f32	N	fenced	features/vehicle_setting/RULINGS.md
R-VF134	3df00b46	5f2b8982	N	fenced	features/vehicle_setting/RULINGS.md
R-VF135	f6ad9943	c44be4dd	N	fenced	features/vehicle_setting/RULINGS.md
R-VF136	df62fc6f	bf9feacf	N	fenced	features/vehicle_setting/RULINGS.md
R-VF137	1a9d3d72	e91ea734	N	fenced	features/vehicle_setting/RULINGS.md
R-VF138	681b3ea3	cac9a880	N	fenced	features/vehicle_setting/RULINGS.md
R-VF139	26c01f14	9fc3bd27	N	fenced	features/vehicle_setting/RULINGS.md
R-VS82	12177e4f	851375d9	N	fenced	features/vehicle_setting/RULINGS.md
R-VS83	1936a6ab	1ce47311	N	fenced	features/vehicle_setting/RULINGS.md
R-VF95	876654d9	2559e388	N	fenced	features/vehicle_setting/RULINGS.md
R-VF140	f2afc86f	1da213c0	N	fenced	features/vehicle_setting/RULINGS.md
R-VF141	3561aa7f	72f0dabf	N	fenced	features/vehicle_setting/RULINGS.md
R-VF142	88a3c9a5	ad89997a	N	fenced	features/vehicle_setting/RULINGS.md
