lid	sheet	row	function	atlantis_high_signal	atlantis_high_can	atlantis_high_format	atlantis_signal	atlantis_can	atlantis_format	usage_comment	group_label_at_15	flags
SteeringWheelType	Proxi & Configuration	0	Defines whether the Brand Focus versus Core Steering Wheel is installed.								Atlantis & Atlantis High	
SteeringWheelType	Proxi & Configuration	0	Defines whether the Brand Focus versus Core Steering Wheel is installed.								Atlantis & Atlantis High	
Stop_And_Start_cfg	Proxi & Configuration	0	Stop And Start Configuration (1=present)				Car_Configuration_1.Stop_And_Start	CAN-B	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SuperTrackPack	Proxi & Configuration	0									Atlantis & Atlantis High	
Surround	Proxi & Configuration	0	Surround Sound Present				<Surround>	PROXI	1-Bit 0 = Not Present 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SVC_SK_PRSNT	Proxi & Configuration	0					Surround_View_Camera	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
TBM_Audio_Config	Proxi & Configuration	0					TBM_Audio_Config	PROXI	0 = Type 1 1 = Type 2 # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
TBM_Default_DRM_Level	Proxi & Configuration	0									Atlantis & Atlantis High	
TBM_Present	Proxi & Configuration	0	If TBM is present or not				CAN node 35 (TBM) CAN node 35 (TBM/FTM)	PROXI	0 = Absent 1= Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
TBM_Second_Generation	Proxi & Configuration	0									Atlantis & Atlantis High	
Temp_Display_Resolution	Proxi & Configuration	0	Temperature Display Resolution in 0.5 degree or 1 degree C steps				Temp_Display_Resolution			Atlantis for M240	Atlantis & Atlantis High	ATL_HIGH_EMPTY
Themed_Sounds	Proxi & Configuration	0					Themed_Sounds	PROXI	0 = Not present 1 = Default Synthesized 2 = Default Wave 3 = 332 BEV 4 = Follow Brand_Configuration_2 5 = Fiat LATAM		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Tow_Specific_Navigation	Proxi & Configuration	0	Tow Specific Navigation								Atlantis & Atlantis High	
Traffic_Sign_Connected_Service	Proxi & Configuration	0	Feature present				Traffic_Sign_Connected_Service	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Traffic_Sign_Recognition	Proxi & Configuration	0	Traffic Sign Information Feature				Traffic_Sign_Recognition	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
TriMode_cfg	Proxi & Configuration	0					HVAC_Mode_Type	PROXI	0: No Tri-mode 1: Tri-mode_5 modes 2: Tri-mode_7 modes		Atlantis & Atlantis High	ATL_HIGH_EMPTY
TRSCPresence	Proxi & Configuration	0	Trailer reverse steering control Present				Trailer_Reverse_Steering_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Unique_CoreSteeringWheel	Proxi & Configuration	0									Atlantis & Atlantis High	
USB_Connection_Present	Proxi & Configuration	0					USB_Connection_Present	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
USB_Presence	Proxi & Configuration	0					USB_Presence	PROXI	0 = Absent 1 = 1 USB 2 = 2 USB 3 = 3 USB 4 = 4 USB 5 = 5 USB 6 = 6 USB 7 = 7 USB		Atlantis & Atlantis High	ATL_HIGH_EMPTY
V2H_Present	Proxi & Configuration	0	Feature present				V2H_Present	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
V2L_Present	Proxi & Configuration	0	Feature present				V2L_Present	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
V2V_Present	Proxi & Configuration	0	Feature present				V2V_Present	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_ABSM	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AC_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ACC_DLY_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ACC_Type	Proxi & Configuration	0	Adaptive Cruise Control				Adaptive_Cruise_Control	PROXI	0 = Absent 1 = ACC 2 = ACC with Stop 3 = ACC with Stop/Go		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_ADJ_PDL_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ADR_PRSNT	Proxi & Configuration	0	ADR Present								Atlantis & Atlantis High	
VC_AFLS_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AMB_DMR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AmbLtgPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AmbTempLct	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AnlgDrSnsr	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AQS_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ARC_PRSNT	Proxi & Configuration	0	Race Cooldown Present				After_Run_Cooling_Presence	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_AS_ERS	Proxi & Configuration	0					ERS_Autostick_Presence	Proxi	See Proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_ASCM_TJ_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ASCM_WRN_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AUTO_AERO_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AUTO_HB_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AUTO_HL	Proxi & Configuration	0								B and C CAN Present	Atlantis & Atlantis High	
VC_AUTO_HL	Proxi & Configuration	0	Auto headlamp feature present				PROXI			B and C CAN Present	Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_AUTO_PRK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AUTO_SS_CSO	Proxi & Configuration	0	Automatic side step customer settings menu				CAN node 97 (PSSM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_AutoParkPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_AxleLockerPrsnt	Proxi & Configuration	0	Axle Locker Present				Drive_Type_Variant	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_Base_TPM	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_BLIND_SPOT_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_BODY_STYLE	Proxi & Configuration	0	Body style				Car_Shape_Configuration and Number_Of_Doors				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_BrkTyp	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CAPACITY_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ChassisType	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ChildDisp_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CHILLER_PRSNT	Proxi & Configuration	0	Chiller Present								Atlantis & Atlantis High	
VC_CHMCM_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CHMSL_LINE_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CLK_DSP_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CMP_CAL_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CMP_DISP	Proxi & Configuration	0	Display compass heading present				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_CMP_VAR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CMRA_GRDLNS_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CMS	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_CONS_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_COUNTRY	Proxi & Configuration	0	Vehicle Configuration by Destination Country (this has a different set of values than is in the PNet Local Signal ECUCfg3.EC_AudTel1b-<DEST> or PROXI Car_Configuration_16.Country_Code parameter.				Country_Code	PROXI	1 Byte See PROXI Document		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_CRUISE_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DampingPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Dgtl_CHMSL_Cam_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DISTANCE_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DNTMD_PRSNT	Proxi & Configuration	0					Donut_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DR_LK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DR_UNLK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DRAG_PRESENT	Proxi & Configuration	0	Drag Mode Present								Atlantis & Atlantis High	
VC_DrAlrPrsnt	Proxi & Configuration	0	Door alert feature present				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRFTMD_PRSNT	Proxi & Configuration	0					Drift_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_AUTO	Proxi & Configuration	0					Auto_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_BAJA	Proxi & Configuration	0					Baja_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_CUSTOM	Proxi & Configuration	0					Custom_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_DRAG	Proxi & Configuration	0					Drag_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_MUDSAND	Proxi & Configuration	0					Mud_Sand_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_ROCK	Proxi & Configuration	0					Rock_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_SNOW	Proxi & Configuration	0					Snow_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_SPORT	Proxi & Configuration	0					Sport_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_TOW	Proxi & Configuration	0					Tow_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_TRACK	Proxi & Configuration	0					Track_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRIVEMODE_WETSNOW	Proxi & Configuration	0					Wet_Snow_Mode	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DRL_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DRVMD_Prsnt	Proxi & Configuration	0					Drive_Modes	PROXI	See proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DSBL_CLK_DISP	Proxi & Configuration	0	Disable display of radio clock				Digital_Clock	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_DST_Present	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_DualFuelSens	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ECO_Indicator	Proxi & Configuration	0					ECO_Mode_Presence	PROXI	See Proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_EmodePrsnt	Proxi & Configuration	0	Emode feature present				Proxy.Advanced_Driver_Program_Kind_Button	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_EngPowerDrvMd_Prsnt	Proxi & Configuration	0					ESC_Drive_Mode_Presence	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_ENTRY_EXIT_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_EPB_SERV_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_EPS_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_ESAVE_CSO	Proxi & Configuration	0	See proxi file				eSave_Menu	PROXI	See Proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_ESCDrvMd_Prsnt	Proxi & Configuration	0					ESC_Drive_Mode_Presence	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_FCW	Proxi & Configuration	0	Forward collision warning present				Forward_Collision_Mitigation	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_FCW_BRK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_FG_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_FLSH_LMP_LK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_FUEL_SAV_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_FULL_SPARE	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_FullSpeedRange_FCW	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HANDS_FREE_LFT_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HANDS_FREE_SLDR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HdRstPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HighOctane_PRSNT	Proxi & Configuration	0	High Octane Present								Atlantis & Atlantis High	
VC_HL_DRP_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HL_OFF_DLY_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HL_WPR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HOLD_N_GO_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_HRN_RMT_LWR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_IntEC_MIRR	Proxi & Configuration	0	EC Mirror Present				EC_Mirror	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_KG_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Launch_Control_PRSNT	Proxi & Configuration	0					Launch_Control	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_Launch_Control_PRSNT	Proxi & Configuration	0					Launch_Control_PRSNT	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_LDW	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_LDW_TRQ_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_LDW_WRN_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_LGHT_RMT_LWR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_LgtLdPressFtTr	Proxi & Configuration	0	Light Load Inflation Pressure Front Tire				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_LgtLdPressRrTr	Proxi & Configuration	0	Light Load Inflation Pressure Rear Tire				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_LHD_RHD	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Liftgate_Trunk	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_LineLock_PRSNT	Proxi & Configuration	0	Line Lock Present								Atlantis & Atlantis High	
VC_LUCI_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_MaseratiMd	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_MaxLdPressFtTr	Proxi & Configuration	0	Max Load Inflation Pressure Front Tire				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_MaxLdPressRrTr	Proxi & Configuration	0	Max Load Inflation Pressure Rear Tire				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_MemoryDRVMD_Prsnt	Proxi & Configuration	0					MemoryDRVMD_Prsnt	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_MODEL_TYPE	Proxi & Configuration	0					MODEL_TYPE	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_MODEL_YEAR	Proxi & Configuration	0					Car_Configuration_21.Model_Year	PROXI	Steps : 1 year each min value = 2000 (00000000) ($00) MAX value = 2255 (11111111) ($FF)		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_NAV_TRN_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_NonReg_TPIS	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_OffRoad	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_OFFroad_Camera	Proxi & Configuration	0	Off Road Camera Present								Atlantis & Atlantis High	
VC_OffRoadPg	Proxi & Configuration	0	Off Road Pages Present				Off_Road_Pages	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_PADS_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PBTyp	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PDDL_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PdlsMdPrsnt	Proxi & Configuration	0					Paddle_Shifter_Menu	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_PE_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PerfShftInd_Prsnt	Proxi & Configuration	0					Performance_Shift_Indicator	PROXI	See Proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_PLG_CHM_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_POWER_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PP_Prsnt	Proxi & Configuration	0	Performance Pages Present (1=present)				Performance_Pages		0 = Absent 1 = Present on VP 2 = Present on IPC 3 = Present on IPC and VP		Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_Prem_TPM	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PRESSURE_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PRK_AST_BRK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PRK_AST_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PRK_FT_VOL_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PRK_RR_VOL_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PTO_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PTS_Config	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PWR_FLD_MRR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_PwrIvtrTyp	Proxi & Configuration	0								B and C CAN Present	Atlantis & Atlantis High	
VC_RAIN_WPR_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RainSnsPrsnt	Proxi & Configuration	0								B and C CAN Present	Atlantis & Atlantis High	
VC_RCOPTNS_Prsnt	Proxi & Configuration	0					RCOPTNS_Prsnt	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_REAR_CMRA_DLY_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RedKey	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RemStPrsnt	Proxi & Configuration	0	Remote start present				PROXI			B and C CAN Present	Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_RemStPrsnt	Proxi & Configuration	0								B and C CAN Present	Atlantis & Atlantis High	
VC_RKE_MEM_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RKE_PRSNT	Proxi & Configuration	0	RKE system present				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_RKE_UNLK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RR_DuallyPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RunFlatTirePrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_RVCM_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SBR_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SCR_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SecLkPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SecPrkPrsnt	Proxi & Configuration	0	Secure park feature present								Atlantis & Atlantis High	
VC_ShftInd_Prsnt	Proxi & Configuration	0					Gear_Shift_Indicator	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_SKIM_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SLD_DR_ALRT_CSO	Proxi & Configuration	0								B and C CAN present	Atlantis & Atlantis High	
VC_SLD_DR_ALRT_CSO	Proxi & Configuration	0								B and C CAN present	Atlantis & Atlantis High	
VC_SLD_DR_CHM_CSO	Proxi & Configuration	0								B and C CAN present	Atlantis & Atlantis High	
VC_SLD_DR_CHM_CSO	Proxi & Configuration	0								B and C CAN present	Atlantis & Atlantis High	
VC_SpdLmt_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SpecialPKG	Proxi & Configuration	0	VC_SpecialPKG				Special_Package_VP	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_SpecialPKG_IC	Proxi & Configuration	0	Special Package for Cluster				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_SPEED_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SPORT_PRSNT	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SRT_PRSNT	Proxi & Configuration	0	Vehicle is an SRT				SRT				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_Strng_Rt_0	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_Mns1	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_Mns2	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_pls1	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_pls2	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_pls3	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_pls4	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_Strng_Rt_pls5	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SunShade_Present	Proxi & Configuration	0	Vehicle equipped w/SunShade (1=present)				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_SuspPrsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SVC_DELAY_CSO	Proxi & Configuration	0								B and C CAN present	Atlantis & Atlantis High	
VC_SVC_DELAY_CSO	Proxi & Configuration	0								B and C CAN present	Atlantis & Atlantis High	
VC_SVC_GRIDLINES_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_SVC_Prsnt	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_TcaseTyp	Proxi & Configuration	0	Tranfser Case type				Tcase_Type	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
VC_TEEN_AUTO_HB_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_TEEN_BLIND_SPOT_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_TEEN_FCW_BRK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
VC_TEEN_FCW_BRK_CSO	Proxi & Configuration	0									Atlantis & Atlantis High	
