lid	sheet	row	scope	message	signal	can	fmt
ESC_Sft_btn_status	CAN Mapping	689	Atlantis High	TELEMATIC_FD_5	ESC_Sft_btn_status	FD	See dbc
ESC_sftbtn_launch_sel	CAN Mapping	690	Atlantis High	BRAKE_FD_4	BSM_LnchCtrl_SftBtn_SelectSts	FD	
ESCControlLamp	CAN Mapping	691	Atlantis High	BRAKE_FD_1	ESC_CtrlLmp_Info	FD	ATLANTIS\n1 bit signal\n0 = No_intervention\n1 = Intervention_blinking_lamp
ESCControlLamp (Fail Sts)	CAN Mapping	692	Atlantis(&High)	BRAKE8	ESCFailSts		Atlantis\n1 bit signal\n0 = Fail_Not_Present\n1 = Fail_Present\n
ESS_ENG_ST	CAN Mapping	693	Atlantis High	STATUS_CCAN3	ESS_ENG_ST	CAN-B	4 bit signal\n1 = ENS Stopped\n2 = ENS Request Start\n3 = ENS Running\n4 = ENS Stop Pending\n5 = ENS Start protection\n6 = ENS Start inhibit\n7 = ENS disabled\n8 = ENS_IHB_LATCH\n9 = ENS Starting\nF = SNA
ESS_ENG_ST	CAN Mapping	693	Atlantis High	ENGINE_FD_2	ESS_ENG_ST	FD	4 bit signal\n1 = ENS Stopped\n2 = ENS Request Start\n3 = ENS Running\n4 = ENS Stop Pending\n5 = ENS Start protection\n6 = ENS Start inhibit\n7 = ENS disabled\n8 = ENS_IHB_LATCH\n9 = ENS Starting\nF = SNA
Est_HVBatSOC_HCP	CAN Mapping	694	Atlantis High	VDCM_HMI	Est_HVBatSOC_VDCM	FD	See dbc file
Est_HVBatSOC_HCP	CAN Mapping	694	Atlantis High	HYBRID_DISPLAY	HVBatterySOC_Display		See dbc file
Est_Range	CAN Mapping	695	Atlantis High	HYBRID_DISPLAY	EstimatedRange	FD	See dbc file
Est_Range_ChrgStopTime	CAN Mapping	696	Atlantis High	VDCM_HMI	Est_Range_ChrgStopTime	FD	See dbc file
Est_Range_Disp	CAN Mapping	697	Atlantis High	IPC_FD_5	Est_Range_Disp	FD	IPC_FD_5.Est_Range_Disp:\n8 bit signal\n\nOffset = 1\nRange = 0 - 254\n\nSNA = 255\n\n
Est_Range_Disp_Long	CAN Mapping	698	Atlantis High	IPC_FD_5	Est_Range_Disp_Long	CAN_FD	unit: km, mi (depends on user selection)\nmin: 0\nmax: 2046\nfactor: 1\nSNA: 2047 (decimal raw value\n
Est_Range_ExternalTarget1	CAN Mapping	699	Atlantis High	CHARGE_SCHEDULE_HCP1	Est_Range_ExternalTarget1	FD	See dbc
Est_Range_ExternalTarget2	CAN Mapping	700	Atlantis High	CHARGE_SCHEDULE_HCP1	Est_Range_ExternalTarget2	FD	See dbc
Est_Range_FullCharge	CAN Mapping	701	Atlantis High	HCP_CHARGING_STAT	Est_Range_FullCharge	FD	n/a
Est_Range_ImmediateTarget1	CAN Mapping	702	Atlantis High	CHARGE_SCHEDULE_HCP1	Est_Range_ImmediateTarget1	FD	See dbc
Est_Range_ImmediateTarget2	CAN Mapping	703	Atlantis High	CHARGE_SCHEDULE_HCP1	Est_Range_ImmediateTarget2	FD	See dbc
EstChargeTime_Level1	CAN Mapping	704	Atlantis High	HCP_CHARGING_STAT	Lv1_EstChargeTime_80	FD	n/a
EstChargeTime_Level2	CAN Mapping	705	Atlantis High	HCP_CHARGING_STAT	Lv2_EstChargeTime_80	FD	n/a
EstTimeofChrg_DC_Fast_100	CAN Mapping	706	Atlantis High	VDCM_HMI	DC_EstChargeTime2	FD	See dbc file
EstTimeofChrg_DC_Fast_80	CAN Mapping	707	Atlantis High	VDCM_HMI	DC_EstChargeTime1	FD	See dbc file
EstTimeofChrg_Lv1	CAN Mapping	708	Atlantis High	HYBRID_DISPLAY	Lv1_EstChargeTime	FD	See dbc file
EstTimeofChrg_Lv2	CAN Mapping	709	Atlantis High	HYBRID_DISPLAY	Lv2_EstChargeTime	FD	See dbc file
ETC_Control_Stat	CAN Mapping	710	Atlantis High	IPC_FD_3	ETC_CONTROL_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
ETCIndLampStatus	CAN Mapping	711	Atlantis High	ENGINE_FD_7	ETCFailSts	FD	ATLANTIS\n2 bit signal\n0 = Fail_Not_Present\n1 = Fail_Flash_Light_Indication\n2 = Fail_Fix_Light_Indication\n3 = Flash_For_Service
ETM_BackBolster_D_Req	CAN Mapping	713	Atlantis High	Radio_B5	ETM_BackBolster_D_Req	B-CAN	0 = No_request\n1 = Bolster_in\n2 = Bolster_out\n3 = SNA
ETM_BackBolster_P_Req	CAN Mapping	714	Atlantis High	Radio_B5	ETM_BackBolster_P_Req	B-CAN	0 = No_request\n1 = Bolster_in\n2 = Bolster_out\n3 = SNA
ETM_Driver_Cushion_Massage_Req	CAN Mapping	715	Atlantis High	Radio_B5	ETM_Driver_Cushion_Massage_Req	B-CAN	0 = Not Pressed\n1 = Pressed
ETM_Driver_UpperBack_Massage_Req	CAN Mapping	716	Atlantis High	Radio_B5	ETM_Driver_UpperBack_Massage_Req	B-CAN	0 = Not Pressed\n1 = Pressed
ETM_LumbarInOut_P_Req	CAN Mapping	718	Atlantis High	Radio_B5	ETM_LumbarInOut_P_Req	B-CAN	0 = No_request\n1 = Lumbar_in\n2 = Lumbar_out\n3 = SNA
ETM_LumbarUpDown_D_Req	CAN Mapping	719	Atlantis High	Radio_B5	ETM_LumbarUpDown_D_Req	B-CAN	0 = No_request\n1 = Lumbar up\n2 = Lumbar down\n3 = SNA
ETM_LumbarUpDown_P_Req	CAN Mapping	720	Atlantis High	Radio_B5	ETM_LumbarUpDown_P_Req	B-CAN	0 = No_request\n1 = Lumbar_up\n2 = Lumbar_down\n3 = SNA
ETM_Passenger_Cushion_Massage_Req	CAN Mapping	721	Atlantis High	Radio_B5	ETM_Pass_Cushion_Massage_Req	B-CAN	0 = Not Pressed\n1 = Pressed
ETM_Passenger_UpperBack_Massage_Req	CAN Mapping	722	Atlantis High	Radio_B5	ETM_Pass_UpperBack_Massage_Req	B-CAN	0 = Not Pressed\n1 = Pressed
ETM_ThighBolster_D_Req	CAN Mapping	723	Atlantis High	Radio_B5	ETM_ThighBolster_D_Req	B-CAN	0 = No_request\n1 = Bolster_in\n2 = Bolster_out\n3 = SNA
ETM_ThighBolster_P_Req	CAN Mapping	724	Atlantis High	Radio_B5	ETM_ThighBolster_P_Req	B-CAN	0 = No_request\n1 = Bolster_in\n2 = Bolster_out\n3 = SNA
EV_Actual_Torque	CAN Mapping	725	Atlantis High		pending	FD	
EV_Actual_Torque	CAN Mapping	726	Atlantis High		pending	FD	
EV_Actual_Torque_OptimalCondition	CAN Mapping	727	Atlantis High		pending	FD	
EV_Charge_Current	CAN Mapping	728	Atlantis High	HCP_CHARGING_STAT	EV_Charge_Current	FD	n/a
EV_ConsumptionUnit	CAN Mapping	729	Atlantis High	IPC_VEHICLE_SETUP	Consum_Unit	FD	See dbc file
EV_Creep_Req	CAN Mapping	730	Atlantis High	TELEMATIC_FD_19	Creep_Req	FD	0 - OFF\n1 - ON
EV_Creep_Sts	CAN Mapping	731	Atlantis High	IPC_Vehicle_Setup2	Creep	FD	0 - OFF\n1 - ON
EV_Potential_Power	CAN Mapping	734	Atlantis High		pending	FD	
EV_Potential_Power	CAN Mapping	735	Atlantis High		pending	FD	
EV_Potential_Torque	CAN Mapping	736	Atlantis High		pending	FD	
EV_Potential_Torque	CAN Mapping	737	Atlantis High		pending	FD	
EV_Sound	CAN Mapping	738	Atlantis High		pending	FD	
EV_Sound_Type	CAN Mapping	739	Atlantis High	TELEMATIC_FD_13	EV_Sound_Type	FD	0 - OFF\n1 - Low\n2 - Medium\n3 - High\n4 - Drive_Mode
EV_Sound_Type	CAN Mapping	739	Atlantis High	STATUS_TELEMATIC	EV_Sound_Type	BH-CAN	0 - OFF\n1 - Low\n2 - Medium\n3 - High\n4 - Drive_Mode
EV_Torque_Derate_DriveMode	CAN Mapping	740	Atlantis High		pending	FD	
EV_Torque_Derate_SOC	CAN Mapping	741	Atlantis High		pending	FD	
EV_Torque_Derate_Thermal	CAN Mapping	742	Atlantis High		pending	FD	
EVSE_Power	CAN Mapping	743	Atlantis High	HCP_CHARGING_STAT	EVSE_Power	FD	n/a
ExteriorRearReleaseSwitchSts	CAN Mapping	745	Atlantis High	BCM_FD_9	TrunkHandleReleaseSts	FD	Not_Active\nActive
External_ChargeTarget1	CAN Mapping	746	Atlantis High	CHARGE_SCHEDULE_HU1	External_ChargeTarget1	FD	Values 0-10\nDBC Factor 5\nOffset 50\nB - Reserved\nC - Reserved\nD - Reserved\nE - Reserved\nF - No_Selection
External_ChargeTarget1_Sts	CAN Mapping	747	Atlantis High	CHARGE_SCHEDULE_HCP1	External_ChargeTarget1_Sts	FD	Values 0-10\nDBC Factor 5\nOffset 50\nB - Reserved\nC - Reserved\nD - Reserved\nE - Reserved\nF - No_Selection
External_ChargeTarget2	CAN Mapping	748	Atlantis High	CHARGE_SCHEDULE_HU1	External_ChargeTarget2	FD	Values 0-10\nDBC Factor 5\nOffset 50\nB - Reserved\nC - Reserved\nD - Reserved\nE - Reserved\nF - No_Selection
External_ChargeTarget2_Sts	CAN Mapping	749	Atlantis High	CHARGE_SCHEDULE_HCP1	External_ChargeTarget2_Sts	FD	Values 0-10\nDBC Factor 5\nOffset 50\nB - Reserved\nC - Reserved\nD - Reserved\nE - Reserved\nF - No_Selection
ExternalChargingSysSts	CAN Mapping	750	Atlantis High		Message	FD	See dbc
ExternalChargingSysSts	CAN Mapping	750	Atlantis High		name	FD	See dbc
ExternalChargingSysSts	CAN Mapping	750	Atlantis High		pending	FD	See dbc
ExternalLightSensorLevel	CAN Mapping	751	Atlantis High	IPC_VEHICLE_SETUP	ExternalLightSensorLevel		2 bit signal\n0=Level_3\n1=Level_2\n2=Level_1\n3=Level_0
FastPulseCounter_Overflow	CAN Mapping	752	Atlantis High	STATUS_CCAN2	LHF_FastPulseCounter_overflow	CAN-B	1 bit signal\n1 = overflow present\n
FastPulseCounter_Overflow	CAN Mapping	753	Atlantis High	STATUS_CCAN2	LHR_FastPulseCounter_overflow	CAN-B	1 bit signal\n1 = overflow present\n
FastPulseCounter_Overflow	CAN Mapping	754	Atlantis High	STATUS_CCAN2	RHF_FastPulseCounter_overflow	CAN-B	1 bit signal\n1 = overflow present\n
FastPulseCounter_Overflow	CAN Mapping	755	Atlantis High	STATUS_CCAN2	RHR_FastPulseCounter_overflow	CAN-B	1 bit signal\n1 = overflow present\n
FCV_ConsumptionUnit	CAN Mapping	756	Atlantis(&High)	IPC_VEHICLE_SETUP2	FCV_ConsumptionUnit	CAN-C	See dbc
FCW_System_Stat	CAN Mapping	757	Atlantis High	IPC_FD_3	FCW_SYSTEM_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
FCWSystemSts	CAN Mapping	758	Atlantis(&High)	C2_IGW3	FCWSystemSts	CAN-C	\n0 = Off\n1 = On_Only_Warning\n2 = On_Only_Braking\n3 = On_Full
FL_HS_DCSD	CAN Mapping	760	Atlantis High	DIS_CENTERSTACK	FL_HS_DCSD	CAN-B	0 = Not Pressed\n1 = Pressed\n3 = SNA
FL_HS_RQ	CAN Mapping	761	Atlantis High	TELEMATIC_VEHICLE_SETUP3	FL_HS_Tlm	BH-CAN	0 = Not_Pressed\n1 = Pressed
FL_HS_RQ2	CAN Mapping	762	Atlantis(&High)	TELEMATIC_VEHICLE_SETUP	FL_HS_Cmd_Tlm		0 = Heated_seat_off\n1 = Heated_seat_low\n2 = Heated_seat_medium\n3 = Heated_seat_high
FL_MassageIntensityStat	CAN Mapping	763	Atlantis High	MASSAGE_DRIVER	MassageIntensity_D_Stat	B-CAN	0 = Intensity1\n1 = Intensity2\n2 = Intensity3\n3 = Not_Used1
FL_MassageStat	CAN Mapping	764	Atlantis High	MASSAGE_DRIVER	MassageSw_D_Stat	B-CAN	0 = Not_Pressed\n1 = Pressed
FL_MassageTypeStat	CAN Mapping	765	Atlantis High	MASSAGE_DRIVER	MassageType_D_Stat	B-CAN	0 = Type1\n1 = Type2\n2 = Type3\n3 = Type4\n4 = Type5\n5 = Type6\n6 = Type7\n7 = Not_Used1
FL_VS_DCSD	CAN Mapping	766	Atlantis High	DIS_CENTERSTACK	FL_VS_DCSD	CAN-B	0 = Not Pressed\n1 = Pressed
FL_VS_RQ_TGW	CAN Mapping	767	Atlantis High	TELEMATIC_VEHICLE_SETUP3	FL_VS_Tlm	BH-CAN	0 = Not_Pressed\n1 = Pressed
FL_VS_RQ_TGW2	CAN Mapping	768	Atlantis(&High)	TELEMATIC_VEHICLE_SETUP2	FL_VS_Cmd_Tlm		0 = Heated_seat_off\n1 = Heated_seat_low\n2 = Heated_seat_medium\n3 = Heated_seat_high
FL_ZONE_SELECT_DCSD	CAN Mapping	769	Atlantis High	DIS_CENTERSTACK	FL_ZONE_SELECT_DCSD	CAN-B	0 = Not Pressed\n1 = Pressed
FL_ZONE_SELECT_STAT	CAN Mapping	770	Atlantis High	STATUS_CLIMATE8	FL_ZONE_SELECT_STAT	CAN-B	0 = Cushion_and_Back\n1 = Back\n2 = Cushion\n3 = SNA
FOA_Msg_Req	CAN Mapping	771	Atlantis High	BCM_FD_10	FOA_Msg_Req		
FormOfWay_CS	CAN Mapping	772	Atlantis High	TELEMATIC_FD_11	FormOfWay_CS	FD	0 = TYPE_0\n1 = TYPE_1\n2 = TYPE_2\n3 = TYPE_3\n4 = TYPE_4\n5 = TYPE_5\n6 = TYPE_6\n7 = TYPE_7\n8 = TYPE_8\n9 = TYPE_9\n10 = TYPE_10\n11 = TYPE_11\n12 = TYPE_12\n13 = TYPE_13\n14 = TYPE_14\n15 = NA
FOTA_Cancellation_Reason	CAN Mapping	773	Atlantis High	FOTA_MASTER	FOTA_Cancellation_Reason	FD	0 = No Error\n1 = Ignition is ON\n2 = Vehicle Configuration changed\n3 = Internet Connection Failed (ADA Failure)\n4 = Charging in Progress\n5 = Park Brake not applied (Manual Transmission Only)\n6 = Conflict with Scheduled Charging\n7 = 12V Battery is below threshold\n8 = 12V Battery Temperature not in proper threshold range\n9 = Update Purged\n10 = Engine is Running/ Propulsion System active\n11 = Conflict with ECM (Refuel/EVAP/AfterRun etc)\n12 = Communication Data Loss\n13-255 = Reserved
FOTA_Delay	CAN Mapping	774	Atlantis High	FOTA_MASTER	Delay_Prohibited	FD	0 = Not Prohibited\n1 = Prohibited
FOTA_Install	CAN Mapping	775	Atlantis High	TELEMATIC_FD_10	HU_Install_Acceptance	FD	0 = Nothing to report\n1 = Accepted\n2 = Not Accepted
FOTA_Status	CAN Mapping	776	Atlantis High	FOTA_MASTER	FOTA_Status	FD	0 = No FOTA Event\n1 = Downloading Package from Backend\n2 = Passing Images to Big Target ECUs\n3 = Waiting for HMI Acceptance\n4 = Installing FOTA Update\n5 = Successful FOTA Update\n6 = FOTA Failure Rollback Successful\n7 = FOTA Failure Complete\n8 = Build Vehicle Library\n9 = Check Campaign Availability\n10 = Check Download Conditions\n11 = Validate Vehicle Package\n12 = Double Check Manifest\n13 = Initiate Authenticated Diagnostic session\n14 = Final Check\n15 = Rollback
FPDM_DISP_STAT	CAN Mapping	778	Atlantis High	FPDM1	FPDM_DISP_STAT	CAN-B	0 = OFF\n1 = ON\n2 = BLANK\n3 = DISP_HOT\n7 = SNA
FPDM_RQ_DISP_INTS	CAN Mapping	779	Atlantis High	RADIO_B2	FPDM_RQ_DISP_INTS	CAN-B	8 bit signal\nUnits are %, Factor = 0.5%\n255 = SNA
FR_HS_DCSD	CAN Mapping	780	Atlantis High	DIS_CENTERSTACK	FR_HS_DCSD	CAN-B	0 = Not Pressed\n1 = Pressed
FR_HS_RQ	CAN Mapping	781	Atlantis High	TELEMATIC_VEHICLE_SETUP3	FR_HS_Tlm	BH-CAN	0 = Not_Pressed\n1 = Pressed
FR_HS_RQ2	CAN Mapping	782	Atlantis(&High)	TELEMATIC_VEHICLE_SETUP	FR_HS_Cmd_Tlm		0 = Heated_seat_off\n1 = Heated_seat_low\n2 = Heated_seat_medium\n3 = Heated_seat_high
FR_MassageIntensityStat	CAN Mapping	783	Atlantis High	MASSAGE_PASS	MassageIntensity_P_Stat	B-CAN	0 = Intensity1\n1 = Intensity2\n2 = Intensity3\n3 = Not_Used1
FR_MassageStat	CAN Mapping	784	Atlantis High	MASSAGE_PASS	MassageSw_P_Stat	B-CAN	0 = Not_Pressed\n1 = Pressed
FR_MassageTypeStat	CAN Mapping	785	Atlantis High	MASSAGE_PASS	MassageType_P_Stat	B-CAN	0 = Type1\n1 = Type2\n2 = Type3\n3 = Type4\n4 = Type5\n5 = Type6\n6 = Type7\n7 = Not_Used1
FR_VS_DCSD	CAN Mapping	786	Atlantis High	DIS_CENTERSTACK	FR_VS_DCSD	CAN-B	0 = Not Pressed\n1 = Pressed
FR_VS_RQ_TGW	CAN Mapping	787	Atlantis High	TELEMATIC_VEHICLE_SETUP3	FR_VS_Tlm	BH-CAN	0 = Not_Pressed\n1 = Pressed
FR_VS_RQ_TGW2	CAN Mapping	788	Atlantis(&High)	TELEMATIC_VEHICLE_SETUP2	FR_VS_Cmd_Tlm		0 = Heated_seat_off\n1 = Heated_seat_low\n2 = Heated_seat_medium\n3 = Heated_seat_high
FR_ZONE_SELECT_DCSD	CAN Mapping	789	Atlantis High	DIS_CENTERSTACK	FR_ZONE_SELECT_DCSD	CAN-B	0 = Not Pressed\n1 = Pressed
FR_ZONE_SELECT_STAT	CAN Mapping	790	Atlantis High	STATUS_CLIMATE8	FR_ZONE_SELECT_STAT	CAN-B	0 = Cushion_and_Back\n1 = Back\n2 = Cushion\n3 = SNA
Front_AxleTorque_Static	CAN Mapping	791	Atlantis High	ENGINE_SIMULATOR4	Front_AxleTorque_Static_PT1	FD	FFFF SNA
Front_Int_SD_LT_Sw	CAN Mapping	792	Atlantis(&High)	NA	Present		NA
Front_Int_SD_RT_Sw	CAN Mapping	793	Atlantis(&High)	NA	Present		NA
Front_Windows_Enable	CAN Mapping	794	Atlantis High	STATUS_PTCM	FrontWindowsEnable	BH-CAN	0x0 = Enable\n0x1 = Disable
FrontAxleTrqEst (see Usage Comment)	CAN Mapping	795	Atlantis High	HYBRID1	FrontAxleTrqEst	FD	see .dbc
FrontHVACModeButton	CAN Mapping	796	Atlantis High	CLIMATIC_PANEL	Climate_btn10	CAN-B	1 bit signal\n0 = Not_Pressed (Front Mode button)\n1 = Pressed (Front Mode button)
FrontLeftLevel	CAN Mapping	797	Atlantis High	ASCM_FD_1	FL_Lvl	FD	8 bit signal\n\nOffset = -100\nFactor = 1\nRange is -100 to 153\n254 = NOT_INIT\n255 = SNA
FrontLeftLevel	CAN Mapping	798	Atlantis High	ASCM_FD_1	FL_Lvl	FD	8 bit signal\n\nOffset = -100\nFactor = 1\nRange is -100 to 153\n254 = NOT_INIT\n255 = SNA
FrontRightLevel	CAN Mapping	800	Atlantis High	ASCM_FD_1	FR_Lvl	FD	8 bit signal\n\nOffset = -100\nFactor = 1\nRange is -100 to 153\n254 = NOT_INIT\n255 = SNA
FrontRightLevel	CAN Mapping	801	Atlantis High	ASCM_FD_1	FR_Lvl	FD	8 bit signal\n\nOffset = -100\nFactor = 1\nRange is -100 to 153\n254 = NOT_INIT\n255 = SNA
FT_DEF_STAT	CAN Mapping	803	Atlantis High	HVAC_A1	FT_DEF_STAT		
FT_DEF_SW_RQ_M	CAN Mapping	804	Atlantis(&High)	TGW_HVAC_CTRL_M	FT_DEF_SW_RQ_M		
FT_DRV_ATC_TEMP	CAN Mapping	805	Atlantis High	STATUS_CLIMATE3	HVACDRVTemp	CAN-B	ATLANTIS\n6 bit signal\n0 = Init\n1 = Full cold\n62 = full hot\n63 = SNA
FT_DRV_MTC_TEMP	CAN Mapping	807	Atlantis High	STATUS_CLIMATE2	HVACDRVRelTemp	CAN-B	Altlantis\n7 bit signal\n0-100 100%\nResolution  = 1% (or degrees???)
FT_FOG_RQ	CAN Mapping	808	Atlantis High	EXTERNAL_LIGHTS	FrontFogLightSts	CAN-B	1 bit signal\n0 = Off\n1 = On
FT_HVAC_BLW_FN_SP	CAN Mapping	810	Atlantis High	STATUS_CLIMATE2	HVACBlower_Sts	CAN-B	ATLANTIS\n7 bit signal\n0-100 bars\nResolution = 1 bar
FT_HVAC_BLW_FN_SP_M	CAN Mapping	811	Atlantis High	FT_HVAC_ICS_STAT_M	FT_HVAC_BLW_FN_SP_M		
FT_HVAC_CTRL_STAT	CAN Mapping	812	Atlantis High	STATUS_CLIMATE2	HVACControl_Sts	CAN-B	ATLANTIS\n0 = Off \n1 = Blower Auto, Mode Auto\n2 = Blower Auto, Mode Man\n3 = Blower manual, Mode Auto\n4 = Blower Manual, Mode Man\n7 = SNA
FT_HVAC_CTRL_STAT_M	CAN Mapping	813	Atlantis(&High)	FT_HVAC_ICS_STAT	FT_HVAC_CTRL_STAT_M		
FT_HVAC_CTRL_STAT_M	CAN Mapping	813	Atlantis(&High)	FT_HVAC_ICS_STAT_M	FT_HVAC_CTRL_STAT_M		
FT_HVAC_MD_RQ	CAN Mapping	814	Atlantis High	TELEMATIC_FD_5	FT_HVAC_MD_RQ	FD	4 bit signal\n\n0 = NO_CHANGE\n1= DEFR_MD\n2 = MIX_DEFR_MID_MD\n3 = MIX_MD\n4 = FLR_MIX_MID_MD\n5 = FLR_MD\n6 = BI_LVL_FLR_MID_MD\n7 = BI_LVL_MD\n8 = PNL_BI_LVL_MID_MD\n9 = PNL_MD\n14 = LOC_DCSD \n15 = SNA
FT_HVAC_MD_STAT	CAN Mapping	815	Atlantis High	STATUS_CLIMATE2	HVACMode_Sts	CAN-B	ATLANTIS\n4 bit signal\n0 = No Change\n1 = Defrost\n2 = Mix_Defrost\n3 = Mix\n4 = Floor_Mix\n5 = Floor\n6 = BiLvl_Floor\n7 = BiLvl\n8 = Panel_BiLvl\n9 = Panel\n10 = Panel_HiLvl\n11 = HiLvl\n12 = HILvl_Defrost\n13 = Trilevel\n15= SNA
FT_HVAC_MD_STAT_2_M	CAN Mapping	816	Atlantis High	FT_HVAC_ICS_STAT_M	FT_HVAC_MD_STAT_2_M		
FT_HVAC_MD_STAT_M	CAN Mapping	817	Atlantis(&High)	FT_HVAC_ICS_STAT_M	FT_HVAC_MD_STAT_M		
FT_HVAC_SW_RQ	CAN Mapping	818	Atlantis High	TELEMATIC_FD_5	FT_HVAC_SW_RQ	FD	1 bit signal
FT_PSG_ATC_TEMP	CAN Mapping	820	Atlantis High	STATUS_CLIMATE3	HVACPSNTemp	CAN-B	ATLANTIS\n6 bit signal\n0 = Init\n1 = Full cold\n62 = full hot\n63 = SNA
FT_PSG_MTC_TEMP	CAN Mapping	822	Atlantis High	STATUS_CLIMATE2	HVACPSNRelTemp	CAN-B	Altlantis\n7 bit signal\n0-100 100%\nResolution  = 1% (or degrees???)
Ft_RrAxleLkIndRq	CAN Mapping	823	Atlantis(&High)		Applicable		
FTPAM_Req	CAN Mapping	824	Atlantis High	TELEMATIC_FD_11	HU_Front_PAMRequestSts	FD	ATLANTIS\n1 bit signal\n0 =Not_Pressed\n1 = Pressed
Fuel_Cap_Stat	CAN Mapping	825	Atlantis High	IPC_FD_3	FUEL_CAP_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
FuelCellPowerUse_Display	CAN Mapping	828	Atlantis(&High)	HCP_DISP3	FCPSPowerUseDisplay	CAN-C	See dbc
FuelConsumption_GAG_3	CAN Mapping	829	Atlantis High	ENGINE_FD_2	FuelConsumption_GAG_3	CAN_FD	unit: Liter / hour\nmin: 0\nmax: 2306.865\nfactor: 0.0022\n
FuelLvlIndicator	CAN Mapping	831	Atlantis High		pending	FD	
FuelLvlLow	CAN Mapping	832	Atlantis High	STATUS_BH_BCM1	LowFuelWarningSts	CAN-B	ATLANTIS\n1 bit signal\n0 = OFF\n1 = ON (Low fuel)
FuelLvlValueLow	CAN Mapping	833	Atlantis High	STATUS_BH_BCM1	FuelLvlValueLow	CAN-BH	
FuncReq_BCM	CAN Mapping	834	Atlantis High	RFHUB_FD_1	RFFuncReq		
FuncRoadClass_CS	CAN Mapping	835	Atlantis High	TELEMATIC_FD_11	FuncRoadClass_CS	FD	0 = Unknown\n1 = Priority_1\n2 = Priority_2\n3 = Priority_3\n4 = Priority_4\n5 = Priority_5\n6 = Priority_6\n7 = NA
FunctionLamp	CAN Mapping	836	Atlantis High	BRAKE_FD_4	FunctionLamp	FD	0 = OFF\n1 = CONT\n2 = BLINK\n3 = SNA
FVCM_check_healty_sts	CAN Mapping	838	Atlantis High		pending	FD	
Gas_Range	CAN Mapping	839	Atlantis High	IPC_FD_13	Gas_Range	FD	
GasPedalPosition_W	CAN Mapping	840	Atlantis High	GW_B_7	GasPedalPosition_W	CAN-BH	
GasPedalPosition_W	CAN Mapping	840	Atlantis High	ENGINE_FD_2	GasPedalPosition_W		
GearEngaged	CAN Mapping	841	Atlantis High	ENGINE_SIMULATOR4	GearEngaged_PT1	FD	0 - Neutral\n1 - ForwardGear_1\n2 - ForwardGear_2\n3 - ForwardGear_3\n4 - ForwardGear_4\n5 - ForwardGear_5\n6 - ForwardGear_6\n7 - ForwardGear_7\n8 - ForwardGear_8\n9 - ForwardGear_9\n13 - Parking\n14 - ReverseGear\n15 - SNA
Generator_Mode_Active_Sts	CAN Mapping	842	Atlantis High		pending	FD	
GeneratorModeSwitch_Req	CAN Mapping	843	Atlantis High		pending	FD	
GeneratorModeSwitch_Sts	CAN Mapping	844	Atlantis High		pending	FD	
GeneratorTemp	CAN Mapping	845	Atlantis High	SGCP_DATA2	SGCP_Temp	FD	See DBC
GlobDrvMdRq	CAN Mapping	846	Atlantis High	TELEMATIC_FD_5	GlobDrvMdRq	FD	0 - Not Pressed\n1 - Auto\n2 - Sport\n3 - Track\n4 - Wet/Snow\n5 - Valet\n6 - Rock\n7 - Tow\n8 - ECO\n9 - Launch Control\n10 - All\n11 - Custom\n12 - Mud\n13 - Sand\n14 - Plus\n15 - Ice\n16 - Dynamic\n17 - OffRoad\n18 - Baja\n19 - Mud_Sand\n20 - Drag\n21 - Line Lock\n22 - Drift\n23 - Donut\n24 - RWD
GlobDrvMdSts	CAN Mapping	847	Atlantis High	ENGINE_FD_6	TerrainModeDesiredStat	FD	See dbc
GloveBoxLock_RQ	CAN Mapping	848	Atlantis High	RADIO_B4	GloveBoxLock_Rq	CAN-B	0 = NO_CHG\n1 = UNLOCK\n2 = LOCK\n3 = SNA
GloveBoxLock_Stat	CAN Mapping	849	Atlantis High	GW_B_1	GloveBoxLock_Stat	CAN-B	0 = NO_CHG\n1 = UNLOCK\n2 = LOCK\n3 = SNA
GlowPlugLampStatus	CAN Mapping	850	Atlantis High	ENGINE_FD_7	ColdStartLampIndication	FD	ATLANTIS\n2 bit signal \n0 = Steady_Light\n1 = Blinking_Light\n2 = Warning_Message\n3 = No_Indication
GPS_Elevation	CAN Mapping	851	Atlantis High	TELEMATIC_FD_15	GPS_Elevation	FD	Cyclic on Change (COC)\n1000ms is the signal timing\nFFFF (Signal Startup / Default value)\nSignal SNA Value is 40000\nSignal Size is 16\nMin Value is 0\nMax Value is 37000\nLowest Resolution/Factor is 1\nOFFSET is -2000
GPS_Lat	CAN Mapping	852	Atlantis High	TELEMATIC_FD_9	GPS_Lat	FD	32 bit signal\n\nUnits are mas\nOffset = -324000000\nFactor = 0.3017485143\nRange is -324000000 to 324000000
GPS_Long	CAN Mapping	853	Atlantis High	TELEMATIC_FD_9	GPS_Long	FD	32 bit signal\n\nUnits are mas\nOffset = -648000000\nFactor = 0.3017485143\nRange is -648000000 to 648000000
GPSDateTmDay	CAN Mapping	854	Atlantis High	TELEMATIC_FD_1	GPS_Date_Day	FD	Atlantis\n8 bit signal\n1 - 31 Days\nresolution = 1 Day
